Lmin,frac
87,0.616858621
89.3333,0.619402843
92,0.626811957
92.6667,0.629496896
92.5,0.634234595
93.1667,0.633273476
93,0.639784946
91.6667,0.634545587
91.6667,0.629091044
91.1667,0.608774915
91.6667,0.594545238
91.5,0.577413115
92,0.568840217
93,0.5681
93,0.562723656
93.3333,0.546428767
93.8333,0.538188468
94.8333,0.532513368
95.3333,0.519230951
95.5,0.514834555
96.3333,0.506920245
97,0.494845361
97.6667,0.491467409
97.1667,0.485420417
97.1667,0.475128825
97.6667,0.462457521
98.1667,0.44482192
99.1667,0.44201733
99.6667,0.429766411
97.1667,0.409949087
98.1667,0.405773037
99.1667,0.394958187
100.6667,0.394039936
102.6667,0.405844349
104.1667,0.419200186
105.1667,0.440571017
106.1667,0.455259512
130,-0.020513077
127,-0.090551181
127,-0.12992126
130.5,-0.099616858
132,-0.064393939
129,-0.085271318
129,-0.112403101
131,-0.133587786
131.5,-0.121673004
131,-0.125954198
130,-0.119230769
129,-0.120155039
127,-0.125984252
126,-0.119047619
125,-0.12
124.5,-0.120481928
117.6667,-0.117563423
117.6667,-0.09631697
117.6667,-0.070821226
118.1667,-0.040902386
118.1667,-0.032439765
118.1667,-0.040902386
119.1667,-0.054545439
119.1667,-0.067132848
122.6667,-0.04891303
121.6667,-0.053424643
120.6667,-0.058011034
119.6667,-0.062674077
118.6667,-0.075842675
117.1667,-0.089615906
116.1667,-0.103299827
115.6667,-0.118155009
116.3333,-0.067335836
117.8333,-0.041018965
120.3333,0.00969474
122.3333,0.058582577
124,0.103494355
124,0.133064516
123.5,0.149797571
123,0.155826829
127.5,0.177778039
129.5,0.178893436
129,0.160206977
124.6667,0.110963072
118.3333,0.05070424
115.3333,0.013005784
117.3333,0.017045459
120.6667,0.044199435
117.5,-0.004255319
117.3333,-0.011364208
116.6667,-0.034285704
115.6667,-0.06484148
114.1667,-0.112408434
112.6667,-0.184910892
111.1667,-0.277360936
110.1667,-0.338880079
112.6667,-0.344674158
112.6667,-0.357987764
113.5,-0.355359471
115.5,-0.340548052
117,-0.317664103
117.5,-0.299291064
116.5,-0.293276395
115,-0.301449565
117.6667,-0.296033627
118,-0.292372881
121,-0.260330579
124.5,-0.228915663
125,-0.232
124.3333,-0.250670577
127.1667,-0.234599939
131.1667,-0.204574027
144.6667,-0.112902969
132.6667,-0.213567534
126.6667,-0.282894399
132.1667,-0.259772696
135.6667,-0.264127454
132.1667,-0.33543472
131.6667,-0.367088261
135.6667,-0.342751759
133.1667,-0.40175209
136,-0.378676471
138,-0.368357246
138,-0.379226812
138,-0.386473188
139.8333,-0.368295678
142.6667,-0.343457864
143.1667,-0.338765928
144.1667,-0.322543278
142.1667,-0.341148806
141.5,-0.347467845
145.5,-0.303551203
152,-0.237938816
155,-0.201075484
152.8333,-0.208288377
149.8333,-0.222469905
153.6667,-0.130151816
152.6667,-0.117903904
152.1667,-0.121577191
153.6667,-0.130151816
155.6667,-0.118843658
157.1667,-0.095440065
156.6667,-0.105319127
155.6667,-0.138115602
151.1667,-0.191841193
150.1667,-0.19977798
148.6667,-0.218609816
149.1667,-0.214525092
150.6667,-0.202433584
150.6667,-0.202433584
149.6667,-0.203786146
147.6667,-0.220090244
152.8333,-0.169029917
151.5,-0.179318152
150.5,-0.190476412
151.3333,-0.190529117
152.3333,-0.195842931
152.8333,-0.205016839
151.5,-0.232123432
150.1667,-0.253052108
151.1667,-0.238147687
152.1667,-0.230010903
152.3333,-0.22975935
153.3333,-0.218478308
154.8333,-0.206673887
155.3333,-0.196351973
156.3333,-0.188699401
155.8333,-0.187166029
156,-0.181623718
155,-0.191398065
153.3333,-0.210870046
152.3333,-0.231947972
152.3333,-0.245077078
153.8333,-0.245937648
156.1667,-0.23692631
157.6667,-0.231501008
160.1667,-0.218522327
157.6667,-0.241014748
158,-0.244725949
159,-0.236897484
159,-0.236897484
157.5,-0.24867746
157.5,-0.242328254
159,-0.227463522
153.5,-0.268186971
154,-0.264069481
155,-0.249462581
156,-0.235042949
157,-0.217622293
158,-0.194093038
159,-0.179245283
159.5,-0.169278997
158.5,-0.179810726
158,-0.17721519
157.5,-0.177777778
157,-0.175159236
156,-0.183760897
155,-0.191398065
154.5,-0.198489968
154.5,-0.197411003
157,-0.178343949
154.8333,-0.185145573
153.5,-0.198697068
151.5,-0.237623762
151.5,-0.264026403
152.5,-0.262295082
154,-0.224025974
155,-0.190322581
149,-0.275167785
151,-0.245033113
151.3333,-0.22246723
148.8333,-0.219485156
149.8333,-0.194661
151.3333,-0.172907747
148.3333,-0.193258695
142.3333,-0.240047129
148.5,-0.178451178
148.5,-0.181818182
148.5,-0.188552189
149,-0.191275168
150,-0.183333333
151.5,-0.171617162
153,-0.160130719
154,-0.149350649
151.5,-0.138613861
150.5,-0.15282392
150,-0.163333333
151,-0.168874172
152.5,-0.170491803
153,-0.176470588
152.5,-0.190163934
152,-0.200657895
153.1667,-0.179542942
152.1667,-0.184008722
153.1667,-0.169749691
155.1667,-0.14822768
153.6667,-0.159435974
150.1667,-0.186459448
147.6667,-0.206546229
147.1667,-0.214042987
153.1667,-0.173014108
152.1667,-0.180722852
151.1667,-0.188533586
149.6667,-0.20044539
148.6667,-0.208520133
148.1667,-0.212598377
148.1667,-0.212598377
148.1667,-0.212598377
154.6667,-0.174568928
154.6667,-0.174568928
151.6667,-0.204395559
149.1667,-0.22793291
151.6667,-0.214285667
156.1667,-0.176093879
156.3333,-0.174840549
151.3333,-0.213656875
158,-0.171941139
159.5,-0.167189342
161.5,-0.16202291
163.5,-0.153924771
163.6667,-0.158859438
160.1667,-0.184183104
155.3333,-0.22103052
151,-0.256070861
157.6667,-0.214587481
157.1667,-0.208907485
156.6667,-0.206382722
155.6667,-0.233404447
154.1667,-0.274594319
153.1667,-0.302502437
151.6667,-0.315384326
151.1667,-0.30981228
154.1667,-0.261621349
154.1667,-0.238918651
154.6667,-0.202585948
155.6667,-0.169164632
156.1667,-0.165421309
157.1667,-0.173912795
157.6667,-0.198731248
157.5,-0.222222222
154.5,-0.265372168
154.3333,-0.266738935
155.3333,-0.258583961
157.3333,-0.242585009
159.8333,-0.223149369
159.8333,-0.223149369
157.3333,-0.242585009
154.8333,-0.26264828
159.3333,-0.205021173
152.3333,-0.257111872
152.3333,-0.253829596
158.8333,-0.202518615
159.8333,-0.194995035
153.3333,-0.245652445
154.3333,-0.240821002
161.8333,-0.186406012
158.5,-0.207150158
158,-0.207805696
157,-0.212314013
156,-0.223290385
156.5,-0.225771885
157,-0.234607006
157.5,-0.246560635
158.5,-0.248159621
150,-0.315555333
149,-0.327740268
150,-0.322222
152.5,-0.293988852
156,-0.24893141
158,-0.210970253
156.5,-0.193823003
154.5,-0.190938511
158.3333,-0.186315829
155.3333,-0.209227513
153.8333,-0.221018466
154.8333,-0.219591005
156.3333,-0.21428576
156.8333,-0.219978793
159.8333,-0.203336852
163.3333,-0.183673507
163.8333,-0.189216722
160.8333,-0.211399008
158.8333,-0.226652723
159.8333,-0.225234666
162.3333,-0.206365545
161.8333,-0.21318233
158.3333,-0.243157946
155.3333,-0.267167439
160,-0.229166875
161.1667,-0.214064072
160,-0.213541875
158.5,-0.209253628
156,-0.212607051
154,-0.212121429
152.5,-0.207650492
152,-0.205044079
149,-0.205816779
149,-0.195749664
149,-0.18568255
150,-0.171111333
150,-0.171111333
150,-0.177778
150,-0.187778
150,-0.197778
147.3333,-0.179864294
147.3333,-0.173076962
147.8333,-0.165727208
148.3333,-0.171910151
148.3333,-0.1853933
148.3333,-0.192134875
148.8333,-0.191489405
148.8333,-0.188129941
154.3333,-0.171706301
150.8333,-0.195580154
149.3333,-0.207589332
149.8333,-0.203559556
150.3333,-0.199556585
150.3333,-0.196230642
152.8333,-0.17666307
156.3333,-0.150319861
149.5,-0.199553846
151.1667,-0.183020467
152.3333,-0.170678374
152.3333,-0.164113821
150.5,-0.174972093
150.5,-0.168327575
151.5,-0.154015182
153.6667,-0.137743571
153.6667,-0.13123598
158.5,-0.096740063
162.1667,-0.075025267
159.1667,-0.104711601
152.5,-0.159562623
149,-0.20022349
153.1667,-0.177366229
155.8333,-0.163636399
151.3333,-0.205947402
146.3333,-0.247152904
145.3333,-0.255734233
148.8333,-0.226204082
150.3333,-0.213969227
148.3333,-0.230337355
148,-0.230856081
149.5,-0.218506355
148.5,-0.223344781
148.5,-0.223344781
148.5,-0.216610774
151,-0.189845695
154,-0.151514935
155,-0.137634194
154,-0.138527922
152.6667,-0.148471147
155.1667,-0.132115976
147.5,-0.184181017
143.8333,-0.210892749
144.8333,-0.192175418
148.5,-0.156004714
148.5,-0.149270707
146.5,-0.158134471
145,-0.166666897
145,-0.163218621
151.5,-0.133113531
155.5,-0.120043087
154.5,-0.117583819
152.6667,-0.104803471
153.6667,-0.08459868
152,-0.103070395
148,-0.149775
151,-0.143488079
152,-0.132675658
151.3333,-0.137665669
149.3333,-0.159598696
147,-0.184807483
145.5,-0.207331271
146.5,-0.20932901
148.5,-0.196408754
150.5,-0.203765449
150.8333,-0.204420377
151.3333,-0.203744979
149.8333,-0.215795821
147.8333,-0.228861833
145.6667,-0.243707038
144.6667,-0.245391649
144.1667,-0.249710925
150.6667,-0.203539336
145.3333,-0.254587214
146.1667,-0.247433923
151.1667,-0.212788928
152.5,-0.202185574
150,-0.215555333
152.1667,-0.198247054
158.1667,-0.146469516
151.5,-0.203520132
147,-0.236961224
144.8333,-0.258918356
146.3333,-0.232346294
146.3333,-0.211845151
145.3333,-0.189220227
148.1667,-0.136107506
152.3333,-0.088621464
148.3333,-0.188764087
149,-0.183444966
150.5,-0.171649834
151.5,-0.157315512
151.5,-0.150714851
150.5,-0.141749502
149,-0.136465101
148,-0.137387162
152.5,-0.123497049
148,-0.167792568
142,-0.234741549
140.5,-0.265717438
144.5,-0.237600692
148,-0.20495473
144.5,-0.227220069
138,-0.281400725
147.5,-0.181920678
146,-0.187214384
143.8333,-0.194669802
140.8333,-0.195266318
138.8333,-0.192077117
137.8333,-0.204353375
138.5,-0.220216606
138.5,-0.241877256
145.5,-0.203894845
146,-0.192922603
146.8333,-0.170261106
147.8333,-0.155580644
148.8333,-0.147816382
149.8333,-0.146829844
151.5,-0.147414521
151.3333,-0.155286378
151.8333,-0.156970836
154.5,-0.169363754
157.5,-0.134391746
157,-0.093418471
155.5,-0.116827653
156.5,-0.173589137
160.5,-0.172378193
164.5,-0.122593921
158.5,-0.158780442
159.5,-0.151515361
160.5,-0.14434081
161.5,-0.137255108
163,-0.123722086
163.5,-0.120285627
164,-0.113821341
164.8333,-0.108190517
166.6667,-0.080999984
166.6667,-0.083999983
166.6667,-0.089999982
167.1667,-0.098703869
167.6667,-0.104373737
167.6667,-0.113320057
166.5,-0.127127327
166.5,-0.133133333
167,-0.141716766
166.5,-0.148148348
165.3333,-0.165323017
165.3333,-0.165323017
166.3333,-0.152305041
167.8333,-0.133068944
169.3333,-0.108268132
170.8333,-0.084878065
168.5,-0.101879525
168.5,-0.101879525
168.1667,-0.107036649
167.1667,-0.119641053
164.6667,-0.142712522
161.6667,-0.173195841
158,-0.21308038
156.5,-0.231097125
154.5,-0.259978641
153,-0.265795425
150.8333,-0.274033652
151.8333,-0.252470308
153.8333,-0.226436019
156.3333,-0.200426908
156.8333,-0.190223632
157.3333,-0.186441141
154.3333,-0.197624233
156.8333,-0.188097808
159.3333,-0.185146482
161.3333,-0.185950452
162.3333,-0.184804966
163.8333,-0.180061074
165.8333,-0.162814103
166.8333,-0.152847183
164.8333,-0.215369103
158.8333,-0.264428177
156.8333,-0.267800269
160.3333,-0.224532271
163.3333,-0.198979632
162.3333,-0.221765959
162.3333,-0.231006208
164.8333,-0.206269
162.3333,-0.223819758
162.3333,-0.226899841
161.6667,-0.235051498
162.1667,-0.24049327
162.5,-0.250256615
164,-0.254065244
164.3333,-0.26673474
165.3333,-0.265121424
162.5,-0.277948923
164,-0.257114024
165.1667,-0.236125078
164.6667,-0.227732747
163.8333,-0.227874309
163.8333,-0.230926191
166.5,-0.217217417
168.5,-0.201780415
167.3333,-0.187251432
167.3333,-0.234063991
167.3333,-0.25498033
167.3333,-0.231075942
167.3333,-0.240040088
167.3333,-0.27290862
167.3333,-0.263944475
167.3333,-0.2161357
167.3333,-0.237052039
167.3333,-0.237052039
168.3333,-0.229703214
169.3333,-0.222441186
170.3333,-0.209393583
170.8333,-0.205853894
171.3333,-0.199416576
171.3333,-0.196498287
167.5,-0.222885373
168,-0.207341071
169,-0.191321302
169.5,-0.184857227
169.5,-0.18780708
169,-0.194279882
168.5,-0.197823739
168,-0.1984125
165.5,-0.219536556
170.5,-0.174975367
171.5,-0.165208746
166,-0.209839157
163,-0.247443558
164.5,-0.245187234
167,-0.226546707
166.5,-0.224224024
167.5,-0.239801194
168,-0.23611131
168,-0.23611131
168.5,-0.237388724
168,-0.241071429
167.5,-0.247761194
166.5,-0.253253453
166.5,-0.251251051
168.5,-0.255192878
169,-0.25443787
170.5,-0.250244575
170,-0.257842941
169.5,-0.273352802
169.5,-0.28220236
170.5,-0.279570088
171.6667,-0.273786355
176.5,-0.22474051
174.5,-0.258834957
173.5,-0.237272046
174,-0.225095977
175.5,-0.240266097
177.5,-0.195305352
176.5,-0.169971671
175.5,-0.213675214
178.8333,-0.194781397
177.3333,-0.204887632
174.3333,-0.231357979
171.8333,-0.249272987
169.8333,-0.265947255
170.3333,-0.262231167
172.3333,-0.250483801
173.8333,-0.237776076
172.8333,-0.236258869
172.1667,-0.240077204
172.6667,-0.236486248
172.5,-0.237681159
173.5,-0.23054755
174.5,-0.220630372
175,-0.214285714
175.8333,-0.208531035
173.8333,-0.228188155
173.6667,-0.229366367
173.3333,-0.234615622
172.8333,-0.243973239
173.8333,-0.236817112
175.1667,-0.233111088
176.8333,-0.224316913
177.8333,-0.217432281
178.1667,-0.226379565
176.1667,-0.240302509
174,-0.255747126
174,-0.255747126
175,-0.251428571
175.5,-0.253561254
175.3333,-0.260456513
174.3333,-0.273422806
174.8333,-0.281220454
173.8333,-0.288590851
174,-0.287356322
175,-0.28
177,-0.265536723
178,-0.258426966
177.6667,-0.260787756
175.5,-0.276353276
170.6667,-0.310546814
174.8333,-0.279314067
179.8333,-0.246524976
181.8333,-0.238313884
180.8333,-0.247926682
179.3333,-0.261152837
180,-0.256481667
180.5,-0.258541274
182.5,-0.252968219
177.5,-0.288263099
174.3333,-0.307839638
176.3333,-0.298676994
181.8333,-0.259395281
184.3333,-0.247739828
181,-0.270718232
176.5,-0.303116147
182.5,-0.268493151
183,-0.254098361
183,-0.240437158
183,-0.229508197
182.5,-0.224657534
182.5,-0.224657534
182.5,-0.230136986
183,-0.229508197
181,-0.259668508
179,-0.276536313
177.5,-0.287323944
177.5,-0.287323944
179,-0.276536313
180,-0.275
179.5,-0.278551532
178.8333,-0.28331804
178.6667,-0.285447708
178.5,-0.2894493
178.5,-0.2894493
177.1667,-0.293508882
177.1667,-0.282220079
176.6667,-0.280188626
176.5,-0.284230595
175.8333,-0.291943562
174.8333,-0.273594332
176.3333,-0.27126697
176.5,-0.281397734
176,-0.287878977
174.5,-0.296084241
173.5,-0.289145245
174.3333,-0.271510951
176,-0.24810625
175.3333,-0.249049667
177.1667,-0.230479543
179.1667,-0.208371868
180.6667,-0.190036681
180.1667,-0.190564072
178.3333,-0.202803963
175.8333,-0.222749047
174,-0.24137931
177,-0.189265537
177.5,-0.197183099
177.8333,-0.211809037
178.3333,-0.225233874
179.3333,-0.229554132
179.8333,-0.22891589
180.5,-0.224376731
180.6667,-0.217711952
182,-0.230769231
181.5,-0.239669421
182,-0.239010989
184,-0.230978261
186,-0.22311828
186,-0.231182796
184,-0.25
182,-0.263736264
181,-0.290055249
183,-0.275956284
185.5,-0.258760108
186,-0.258064516
185,-0.262162162
184,-0.263586957
183,-0.265027322
183,-0.265027322
180.6667,-0.261992387
179.1667,-0.2753486
180.1667,-0.273820301
182.1667,-0.259835085
182.1667,-0.257090346
180.1667,-0.263644725
179.6667,-0.25695691
181.1667,-0.243789836
183.6667,-0.211433537
183.6667,-0.216878182
184.8333,-0.217313114
185.3333,-0.222122522
185.3333,-0.223021983
186.3333,-0.216458357
187,-0.209447594
186.3333,-0.208408266
184.5,-0.223125745
183.3333,-0.214545857
182.3333,-0.215722526
181.3333,-0.236213646
179.3333,-0.251858969
178.3333,-0.244860046
177.3333,-0.254699484
176.8333,-0.278039826
173.3333,-0.314423137
173.8333,-0.313518756
175.8333,-0.279621096
177.8333,-0.234302012
179.8333,-0.226135538
182.3333,-0.247715036
184.3333,-0.261302217
185.6667,-0.255834784
180.8333,-0.242396727
181.1667,-0.225390759
180.6667,-0.223247007
180.6667,-0.223247007
181.1667,-0.228150648
181.8333,-0.231897568
182.8333,-0.216955555
183.5,-0.207084469
188,-0.199468085
185,-0.202702703
187.3333,-0.214413027
185.8333,-0.280717719
177.8333,-0.345829493
182.3333,-0.287934239
185,-0.262162162
176,-0.348484659
181.3333,-0.268382586
177.8333,-0.287722828
174.3333,-0.305927783
174.8333,-0.296473269
179.8333,-0.26042674
183.8333,-0.238441022
184.3333,-0.240506734
183.8333,-0.249320444
185.8333,-0.278924176
184.8333,-0.289450007
183.8333,-0.296464242
185.3333,-0.272482063
187.8333,-0.228926394
187.3333,-0.21352317
183.3333,-0.23727277
179.8333,-0.269694211
182.5,-0.210045479
184.5,-0.202348509
186,-0.206093011
186.8333,-0.219446962
186.3333,-0.24418609
184.6667,-0.27166024
182.1667,-0.305580548
180.1667,-0.326549246
182.6667,-0.282846299
183.6667,-0.278583978
184.8333,-0.278629446
184.3333,-0.287522656
183.6667,-0.289473269
184.6667,-0.277075401
187.3333,-0.248220685
188.8333,-0.235657588
183.3333,-0.280909142
184.1667,-0.272397779
186.1667,-0.250671038
188.1667,-0.234720596
188.1667,-0.234720596
187.1667,-0.243988915
186.3333,-0.257602908
185.3333,-0.267086379
184.3333,-0.279385222
183.3333,-0.291818235
185,-0.282882703
186.5,-0.275245576
185.5,-0.282120216
183,-0.299635519
183.3333,-0.294545508
185,-0.282882703
180,-0.327777778
178.3333,-0.340187166
180.3333,-0.323475476
186.3333,-0.277281087
190.8333,-0.243668165
189.8333,-0.244951755
187.8333,-0.255545742
186.8333,-0.262265881
188.3333,-0.263717038
188.8333,-0.26037092
186.3333,-0.275492357
183.3333,-0.294545508
183.3333,-0.292727508
185.8333,-0.275336552
187.8333,-0.261757101
187.3333,-0.263345598
181.1667,-0.302667654
181.1667,-0.302667654
182.1667,-0.298261428
182.6667,-0.294707793
184.1667,-0.290497685
184.6667,-0.287003558
185.6667,-0.281866915
186.1667,-0.280214453
180.1667,-0.3274745
181.1667,-0.315546952
183.1667,-0.292083659
184.1667,-0.277827642
183.6667,-0.282213923
181.1667,-0.302667654
178.6667,-0.320895276
176.6667,-0.340565596
187.6667,-0.266429793
187.6667,-0.266429793
188.8333,-0.258605871
188.8333,-0.258605871
188.8333,-0.256840292
189.8333,-0.250219535
190.5,-0.245844094
190.5,-0.245844094
189,-0.253968254
192,-0.234375
191.3333,-0.238676174
186.3333,-0.27191436
187.8333,-0.261757101
194.8333,-0.216424502
196.8333,-0.204064556
192.5,-0.231168831
186.6667,-0.28214245
184.6667,-0.296028466
183.6667,-0.303084881
186.1667,-0.285585983
190.6667,-0.255244361
191.1667,-0.251961246
189.3333,-0.262324166
185.8333,-0.286098885
186.8333,-0.289919945
190.3333,-0.255691989
190,-0.239473684
184,-0.263586957
182.5,-0.271232877
186.5,-0.252010724
186.8333,-0.261374177
182.3333,-0.308044115
179,-0.312849162
184.1667,-0.287782753
188.8333,-0.258605871
189.3333,-0.257922933
186.3333,-0.275492357
185.8333,-0.283408302
189.5,-0.262972559
194,-0.238831443
182.5,-0.316894795
188.5,-0.274977719
189.3333,-0.267605857
185.3333,-0.294964262
181.8333,-0.318057254
186.8333,-0.280999158
192,-0.244791667
195.5,-0.220801535
186.3333,-0.279964451
185.8333,-0.283408302
184.8333,-0.290351901
182.3333,-0.308044115
180.8333,-0.318894252
182.3333,-0.308044115
185.3333,-0.286870735
188.8333,-0.263018758
184.8333,-0.28494162
185.3333,-0.284172893
184.8333,-0.290351901
183.3333,-0.303636601
180.8333,-0.323502364
180.3333,-0.330869008
182.8333,-0.31267116
184.8333,-0.300270568
188.5,-0.267904509
190.5,-0.256342782
194,-0.237113402
195.5,-0.227621483
195.5,-0.227621483
193,-0.240068912
190.5,-0.25284357
188.5,-0.26348382
188.5,-0.273209549
189.5,-0.258575198
187,-0.272727273
185.5,-0.285714286
191,-0.253053927
198.5,-0.20906801
196,-0.219387755
188,-0.261525
192.6667,-0.238754284
193.6667,-0.232357963
193.3333,-0.234483144
193.8333,-0.23129875
193.3333,-0.234483144
193.3333,-0.234483144
191.5,-0.246301305
191.5,-0.246301305
198.5,-0.20570932
196,-0.221088265
192.3333,-0.24436746
192.3333,-0.24436746
193.8333,-0.234737788
193.8333,-0.234737788
191.3333,-0.250871124
188.3333,-0.270796508
187.3333,-0.274021757
188.3333,-0.267257038
189.5,-0.259454881
190.5,-0.25284357
191.5,-0.246301305
191.5,-0.246301305
191.5,-0.246301305
191.5,-0.246301305
191.5,-0.242819843
191.5,-0.242819843
191.5,-0.242819843
191.5,-0.242819843
191.5,-0.242819843
191.5,-0.242819843
191.8333,-0.240660511
191.5,-0.237597911
187.6667,-0.265541516
187.3333,-0.269573002
186.3333,-0.281753181
185.3333,-0.288669117
184.3333,-0.291139474
183.8333,-0.294651187
183.5,-0.305177112
183.5,-0.30699346
180,-0.344444444
178.5,-0.355742297
177.8333,-0.360824997
180.3333,-0.341959583
185.3333,-0.305755631
189.8333,-0.271290653
193.5,-0.242894057
195,-0.230769231
191.5,-0.251523238
191,-0.254799476
190.5,-0.258092913
189.5,-0.264731926
189,-0.26984127
188.5,-0.273209549
187.5,-0.28
187.5,-0.28
183.5,-0.313351499
182,-0.322344505
181,-0.325966851
180.5,-0.328716343
181,-0.325045856
183.5,-0.307901907
186.5,-0.292225201
187.8333,-0.284827025
188,-0.280142021
188.5,-0.276746419
189,-0.273368783
189.5,-0.270008971
190,-0.266666842
190.5,-0.263342257
191.8333,-0.254561643
191.8333,-0.254561643
186.8333,-0.288136001
185.8333,-0.295067676
186,-0.293906989
186,-0.293906989
187,-0.286987701
189,-0.273368783
191,-0.260035079
193,-0.24697772
195,-0.234188205
197.8333,-0.216512589
195.8333,-0.22893655
189.3333,-0.27112716
188.8333,-0.274492899
193.8333,-0.241616895
195.3333,-0.232082292
191.3333,-0.257840115
190.8333,-0.261135766
190.8333,-0.261135766
192,-0.253472396
193,-0.24697772
193,-0.24697772
194,-0.24055
194.5,-0.237360925
194.5,-0.237360925
188.8333,-0.278022997
187.8333,-0.284827025
185.8333,-0.295067676
183.3333,-0.310909147
182.3333,-0.314442836
183.3333,-0.303636601
185.8333,-0.283408302
187.3333,-0.273131899
190.8333,-0.248035327
190.8333,-0.252401965
190.8333,-0.254148516
190.8333,-0.255895591
190.8333,-0.257642141
190.8333,-0.255895591
190.8333,-0.254148516
190.8333,-0.254148516
192.8333,-0.244598314
192.8333,-0.244598314
193.8333,-0.238177341
195.3333,-0.228669152
196.3333,-0.222411073
194.3333,-0.234991636
189.8333,-0.264267123
185.8333,-0.291480052
184.8333,-0.298467322
184.8333,-0.298467322
185.3333,-0.294964262
185.8333,-0.291480052
187.3333,-0.281139018
188.3333,-0.274336509
188.8333,-0.270962272
188.3333,-0.274336509
187.8333,-0.277728709
190.3333,-0.26094593
191,-0.256544503
190,-0.263157895
188.5,-0.273209549
189,-0.26984127
191.8333,-0.25108623
195.8333,-0.225532123
186.8333,-0.288136001
188.8333,-0.270962272
190.1667,-0.262050611
190.1667,-0.256792067
189.1667,-0.263435901
188.6667,-0.272084581
190.6667,-0.258741039
192.1667,-0.252385039
197.6667,-0.214165057
192.6667,-0.245674525
187.6667,-0.278863006
188.1667,-0.275464787
191.6667,-0.252173695
192.6667,-0.245674525
189.1667,-0.268722243
184.1667,-0.303167185
192.6667,-0.237889059
189.1667,-0.260792729
186.3333,-0.279964451
186.8333,-0.276539032
189.8333,-0.256365453
192.3333,-0.240034877
193,-0.235751295
190.8333,-0.249781878
186.3333,-0.279069817
187.6667,-0.269981835
191.8333,-0.242397957
193.3333,-0.232758661
192.8333,-0.235955097
191.3333,-0.245644642
190.8333,-0.24890834
190.8333,-0.24890834
191.3333,-0.245644642
191.8333,-0.242397957
193.5,-0.231696641
194.5,-0.22536401
195.5,-0.219096164
196,-0.215986224
197,-0.209813706
197.5,-0.206750886
202.1667,-0.177246302
192.6667,-0.235293904
183.1667,-0.299362821
191.6667,-0.241738914
207.6667,-0.146067232
207,-0.149758454
198.3333,-0.200000202
198.3333,-0.200000202
191,-0.246073298
196,-0.214285714
198.5,-0.198992443
195,-0.220512821
193.8333,-0.227859197
196.3333,-0.212224314
198.3333,-0.200000202
197.8333,-0.203033059
198.3333,-0.188235662
196.8333,-0.197290804
193.5,-0.217915762
192.5,-0.224242597
193,-0.221070984
196,-0.202381122
198,-0.190235859
200.5,-0.175395012
191,-0.244328272
191.5,-0.241079373
191.8333,-0.238923065
194.3333,-0.222984944
197.3333,-0.204392264
200.3333,-0.186356437
201.5,-0.179487345
202,-0.176567822
196,-0.212585204
196.3333,-0.210526691
195.1667,-0.217762559
194.6667,-0.220890373
193.6667,-0.227194453
193.1667,-0.23037097
192.6667,-0.233563973
192.1667,-0.236773593
199.1667,-0.19497888
198.3333,-0.200000202
197.5,-0.205063291
196.5,-0.211195929
195.5,-0.217391304
194.1667,-0.225750863
192.6667,-0.235293904
193.3333,-0.231034695
195.8333,-0.214468122
196,-0.203231122
195.5,-0.196078261
196,-0.187925
197,-0.179356853
198.5,-0.17548262
199.3333,-0.180602037
199.8333,-0.182652241
194.3333,-0.222984944
197.1667,-0.20540994
199.3333,-0.192308059
198.3333,-0.198319697
195.8333,-0.210212972
195.3333,-0.213310787
197.6667,-0.198987993
200.3333,-0.183028483
185.5,-0.275831267
183.1667,-0.297543167
187.1667,-0.269812953
195.6667,-0.218057544
197.5,-0.206750886
193,-0.231433679
191,-0.244328272
194.5,-0.216795373
191,-0.23909267
194.5,-0.219366067
198.3333,-0.200000202
198.8333,-0.198658877
196.3333,-0.213921938
196.3333,-0.212224314
199.8333,-0.186822717
204.3333,-0.158238525
195.8333,-0.205106588
196.8333,-0.198984115
199.3333,-0.182274612
202.3333,-0.164745002
203.8333,-0.156173697
201.3333,-0.170530161
196.3333,-0.200339932
191.8333,-0.228497346
205.3333,-0.157467883
199.8333,-0.189324802
205.3333,-0.157467883
204.8333,-0.160293273
202.3333,-0.174629683
198.8333,-0.195306319
189.3333,-0.255282087
193.3333,-0.229310729
199.8333,-0.192660583
201.3333,-0.183774865
202.3333,-0.177924247
202.8333,-0.175020571
204.3333,-0.166394807
205.3333,-0.160714312
203.8333,-0.169255956
200.3333,-0.189683892
203.3333,-0.172131176
197.8333,-0.20471781
193.3333,-0.232758661
192.8333,-0.235955097
193.8333,-0.229578715
194.8333,-0.223267788
197.8333,-0.20471781
200.8333,-0.186722023
201.3333,-0.183774865
199.3333,-0.195652207
198.3333,-0.201680706
198.3333,-0.201680706
199.3333,-0.195652207
198.3333,-0.201680706
194.8333,-0.223267788
191.8333,-0.242397957
194.3333,-0.226415133
188.8333,-0.262135969
185.8333,-0.282511261
188.8333,-0.262135969
195.8333,-0.217021314
199.8333,-0.192660583
198.3333,-0.201680706
194.8333,-0.221557095
198.8333,-0.205364997
201.3333,-0.190397714
203,-0.180624138
202.5,-0.183539259
199.5,-0.201336842
199,-0.204355276
200.3333,-0.1963398
202.8333,-0.181594442
201.3333,-0.190397714
203.8333,-0.175797576
203.1667,-0.179655426
199.6667,-0.200333856
196.6667,-0.218644031
196.1667,-0.221750175
196.6667,-0.218644031
