rgb,fctr
124.6423,0.029789245
124.6444,0.043997965
124.711,0.052048336
124.7546,0.029247819
124.7615,0.052474521
124.772,0.035632995
124.7949,0.043923269
124.85,0.042736083
124.8551,0.043890077
124.9018,0.039878529
124.9023,0.041923167
124.9149,0.050134932
124.9415,0.034154384
124.9495,0.042141825
124.9536,0.043349691
124.9662,0.03409642
124.9956,0.041675867
124.9992,0.033657015
125.0041,0.040648267
125.0095,0.033715038
125.0251,0.041215724
125.0267,0.039122843
125.0469,0.048916047
125.0749,0.039298852
125.0833,0.040718465
125.1413,0.048150371
125.1741,0.040351798
125.2067,0.040029008
125.2082,0.032031448
125.2897,0.039007197
125.3751,0.038445433
125.3874,0.038987171
125.4085,0.030485174
125.5041,0.037613114
125.6403,0.036399945
125.6897,0.037046791
125.7915,0.042998931
125.8274,0.042412066
125.9059,0.041596939
125.9482,0.039588497
125.9831,0.034843562
126.0828,0.040033216
126.1377,0.033530023
126.1695,0.038088445
126.3054,0.037938995
126.3408,0.037174848
