row,xmin,xmax
330,60.18896653,120.6586052
331,60.15415691,120.7735041
332,60.07315453,120.7132672
333,60.04502713,120.7752913
334,60.14240474,121.0097901
335,60.02797194,121.1008934
336,59.73047776,120.9286324
337,59.66179088,120.9472998
338,59.78003099,121.1047395
339,59.83440165,121.2082166
340,59.83589739,121.1996501
341,59.96000383,121.3041179
342,60.1200854,121.4780301
343,60.05349648,121.5183758
344,59.74048171,121.4460371
345,59.6201437,121.4896074
346,59.70553607,121.6260681
347,59.66235423,121.6206097
348,59.44156946,121.4887721
349,59.42808849,121.5826921
350,59.64613434,121.86756
351,59.6391025,121.9321676
352,59.35545834,121.7117519
353,59.22505819,121.6572259
354,59.28807294,121.8077116
355,59.30532237,121.8713285
356,59.10639074,121.8305165
357,59.08556714,121.9755632
358,59.26225714,122.2507962
359,59.28108002,122.271814
360,59.20551666,122.0280107
361,59.26367513,121.9187061
362,59.38624707,122.0229213
363,59.41536514,122.0495724
364,59.42758343,121.9203378
365,59.55844977,121.9320511
366,59.70343816,122.1582554
367,59.78618872,122.2031661
368,59.69838762,122.0425794
369,59.72051272,121.9711537
370,59.8761654,122.0993977
371,59.93040007,122.1939392
372,59.84250188,122.2161615
373,59.89087017,122.3845764
374,60.02523303,122.6322647
375,59.95384609,122.7510293
376,59.7094599,122.661752
377,59.58109936,122.6638693
378,59.5987567,122.8481738
379,59.51829828,122.8742227
380,59.38776217,122.729079
381,59.41491834,122.7263595
382,59.57235812,122.9179679
383,59.62171711,122.9431427
384,59.40742027,122.8215422
385,59.36812349,122.8117907
386,59.45056327,122.956274
387,59.45345757,123.0639664
388,59.46567591,123.1602756
389,59.68341096,123.3161419
390,59.93006985,123.5062546
391,59.93581967,123.4899182
392,59.8116744,123.3161419
393,59.75967361,123.3531272
394,59.82770003,123.496037
395,59.81330607,123.47871
396,59.72546613,123.3632282
397,59.72892377,123.4283215
398,59.81649178,123.6190752
399,59.730167,123.577117
400,59.46173263,123.3814683
401,59.35934335,123.4569345
402,59.35846922,123.673504
403,59.36313122,123.7375483
404,59.39611492,123.6767869
405,59.61625867,123.8172297
406,59.85369068,124.0750774
407,59.80493388,124.0636555
408,59.56344203,123.9294287
409,59.55720661,124.0033797
410,59.79623145,124.2406369
411,59.90392377,124.2939002
412,59.73826719,124.1593237
413,59.67422289,124.153807
414,59.78379943,124.2632281
415,59.71410248,124.3330416
416,59.46270387,124.2297395
417,59.45155391,124.2627619
418,59.59716387,124.371309
419,59.58292534,124.3456874
420,59.46064484,124.2712895
421,59.48187639,124.4263983
422,59.61637522,124.6675405
423,59.60745913,124.6725716
424,59.49030687,124.5047005
425,59.46800693,124.5737759
426,59.53912192,124.8612661
427,59.49374506,124.9368295
428,59.36522914,124.8143354
429,59.40819727,124.8281854
430,59.53568366,124.9491645
431,59.45153448,124.9063711
432,59.13420741,124.6658893
433,59.08482899,124.661033
434,59.18191526,124.8668605
435,59.1875485,124.9874511
436,59.13335271,125.0188031
437,59.30811961,125.1328086
438,59.56097506,125.2914138
439,59.47709784,125.1897821
440,59.28383832,124.8891994
441,59.29172485,124.8395685
442,59.3939199,125.0056718
443,59.43655782,124.9851784
444,59.3750971,124.8047394
445,59.4539821,124.8289235
446,59.57560212,124.9765148
447,59.56822059,124.9398792
448,59.32973965,124.6493392
449,59.20547779,124.5951046
450,59.22507762,124.7476104
451,59.20137907,124.7408505
452,59.17266893,124.56756
453,59.28815065,124.6204932
454,59.43445994,124.7922297
455,59.28780101,124.7322452
456,58.98026413,124.6163167
457,59.00264174,124.769891
458,59.25108775,124.9880534
459,59.40854694,125.0154232
460,59.40071865,124.9117907
461,59.43960753,125.094755
462,59.56847311,125.4211536
463,59.68125477,125.4327308
464,59.60200069,125.0839741
465,59.55505043,125.0195802
466,59.57297972,125.1706679
467,59.53234258,125.1744946
468,59.42076526,125.0407728
469,59.46237365,125.0945802
470,59.50683752,125.2825172
471,59.33240085,125.2269616
472,59.08832546,124.9922685
473,59.18205121,124.9713478
474,59.52907919,125.1391994
475,59.63150732,125.1892188
476,59.48888883,125.0886943
477,59.41080024,125.1843431
478,59.45844981,125.4223773
479,59.43970466,125.3919771
480,59.27130916,125.0237759
481,59.17111492,124.8353726
482,59.16493778,124.8587797
483,59.07938998,124.9409865
484,59.00036901,124.9438613
485,59.15683752,125.0543897
486,59.43115766,125.3035932
487,59.52169769,125.3765342
488,59.36431616,125.185159
489,59.35301081,125.18242
490,59.47812734,125.2638691
491,59.40949876,125.2040595
492,59.15652672,124.9970471
493,59.22130917,124.9248249
494,59.46338377,124.9983485
495,59.49087019,124.9712312
496,59.20574976,124.7606834
497,59.03644129,124.7152095
498,59.14999994,124.8345179
499,59.32111494,124.8663945
500,59.3627233,124.7174046
501,59.48368294,124.7298559
502,59.72614603,124.9257767
503,59.74625091,124.9576144
504,59.48022527,124.8034185
505,59.32012424,124.8156175
506,59.36625869,124.9639663
507,59.35031074,125.0169577
508,59.23354697,124.880128
509,59.23127419,124.8115382
510,59.35573035,124.8260292
511,59.40429284,124.7694053
512,59.22907917,124.5155398
513,59.10345758,124.4512624
514,59.16146068,124.6081971
515,59.23348865,124.6327503
516,59.21874505,124.5412584
517,59.30017475,124.6372763
518,59.43896652,124.8917441
519,59.41148014,124.8666081
520,59.34409473,124.6261847
521,59.49782437,124.6034768
522,59.81511264,124.832692
523,59.8472416,124.8866353
524,59.61816234,124.7626259
525,59.55854695,124.7787487
526,59.64741641,124.7953765
527,59.62975909,124.6304387
528,59.46268448,124.3190557
529,59.47626253,124.390501
530,59.59728044,124.6773697
531,59.66946378,124.7346151
532,59.61612269,124.5641218
533,59.63574198,124.5736595
534,59.76245141,124.8533603
535,59.70466194,124.9478824
536,59.46963865,124.7635001
537,59.45093233,124.7166081
538,59.72202791,124.9129756
539,59.75763397,124.9673463
540,59.50233094,124.8081971
541,59.38733483,124.8479406
542,59.50388495,124.9528551
543,59.51829831,124.7067207
544,59.29514369,124.1655787
545,59.22334878,124.0185507
546,59.30664327,124.2253882
547,59.31820116,124.3389662
548,59.20559431,124.1773696
549,59.28267279,124.0970471
550,59.46287873,124.2518257
551,59.51756012,124.3073036
552,59.41845371,124.1133836
553,59.47810794,124.0447744
554,59.66282045,124.1874706
555,59.64362853,124.2766508
556,59.44450264,124.1574977
557,59.47997272,124.0862857
558,59.72779713,124.1021365
559,59.65786705,124.0154814
560,59.26668602,123.748504
561,59.10864406,123.7497472
562,59.28762618,123.9027192
563,59.38475127,123.8406563
564,59.34864018,123.612121
565,59.38587795,123.6223774
566,59.54184142,123.7698909
567,59.60693467,123.7302639
568,59.46651122,123.5774279
569,59.35681812,123.6403261
570,59.43150733,123.8533991
571,59.44858191,123.872727
572,59.36429677,123.701107
573,59.42047389,123.8168024
574,59.51835657,123.8913361
575,59.40967359,123.6315265
576,59.21571478,123.3135972
577,59.25306909,123.3590712
578,59.42929286,123.5240867
579,59.49226878,123.4924434
580,59.43026409,123.4303804
581,59.45553605,123.5665693
582,59.55825555,123.7992227
583,59.51392764,123.6638496
584,59.37799136,123.4021947
585,59.3981934,123.3984651
586,59.56402478,123.6345956
587,59.54030684,123.6704347
588,59.34459975,123.424786
589,59.2978243,123.3310409
590,59.39877614,123.4126454
591,59.38315842,123.2974161
592,59.20271941,122.881138
593,59.23626643,122.8221053
594,59.38815069,123.0839741
595,59.38813127,123.1825172
596,59.24106445,122.9716198
597,59.27639856,122.9517286
598,59.49312348,123.174922
599,59.50203956,123.2167829
600,59.3053807,122.9832359
601,59.32437833,122.8780495
602,59.49489115,123.0217363
603,59.50949875,123.1374122
604,59.38681034,123.0768062
605,59.33591679,123.0121403
606,59.35258342,122.9957067
607,59.29137521,122.8756213
608,59.04409472,122.4812352
609,59.0197163,122.2849259
610,59.1770589,122.3593042
611,59.38245908,122.3617519
612,59.56462691,122.2913944
613,59.81959972,122.455089
614,60.09615372,122.7220083
615,60.17550494,122.8030883
616,59.96987167,122.7060021
617,59.88780098,122.7537877
618,60.04731922,122.9205126
619,60.1022726,122.9978435
620,59.93411024,122.9135973
621,59.78378003,122.9453378
622,59.68026405,122.9755436
623,59.53273103,122.7148404
624,59.2951631,122.2540402
625,59.29597894,122.1029718
626,59.48354694,122.1636944
627,59.65021358,122.0922491
628,59.61215994,121.9566236
629,59.68381884,122.2160447
630,59.84028736,122.4766702
631,59.96050882,122.3978435
632,59.93793699,122.1853921
633,60.01175206,122.2418412
634,60.14259896,122.5192887
635,60.10879946,122.5828863
636,59.98624704,122.5033991
637,59.9990287,122.5327114
638,60.03566427,122.5868489
639,59.93935501,122.4850618
640,59.74022912,122.1651123
641,59.58978233,122.0944053
642,59.61418014,122.220765
643,59.49168597,122.2652872
644,59.28512032,122.2001551
645,59.30677923,122.1726104
646,59.50953757,122.321134
647,59.52323219,122.3380533
648,59.34079246,122.1722024
649,59.29088959,122.2582359
650,59.38411027,122.5315459
651,59.34238532,122.5349259
652,59.19953373,122.3227464
653,59.18232317,122.2810603
654,59.26890045,122.4005435
655,59.19426951,122.3181232
656,59.02033792,122.1203959
657,59.07880722,122.0743781
658,59.25945993,122.2630922
659,59.31761843,122.3038654
660,59.20079636,122.1822064
661,59.16101391,122.2352367
662,59.25064092,122.4461924
663,59.22152283,122.3796228
664,59.06489889,122.1756795
665,59.04630918,122.2255825
666,59.1424436,122.5482708
667,59.00841098,122.6897044
668,58.79296807,122.5553999
669,58.81715221,122.4783409
670,58.9485236,122.5629756
671,58.7305166,122.5158117
672,58.30017474,122.2281661
673,58.12890434,122.1920743
674,58.09512424,122.3163945
675,57.97092063,122.3074979
676,57.80207837,122.1833526
677,57.86130525,122.3680456
678,58.17624309,122.6166858
679,58.25553604,122.7388304
680,58.1098484,122.6370239
681,58.10979014,122.6129369
682,58.28191521,122.7993782
683,58.3606254,122.9258545
684,58.29318174,122.8820705
685,58.27010481,122.8870627
686,58.27904031,123.052156
687,58.19166659,123.0151319
688,57.92937056,122.800058
689,57.77680645,122.7048172
690,57.86726874,122.8106059
691,57.93863627,122.9081195
692,57.89992218,122.9288265
693,57.93918016,123.0156758
694,58.07566035,123.2300697
695,58.06303411,123.2379562
696,57.87814677,123.0065655
697,57.81482119,123.0211924
698,57.92729207,123.2864411
699,57.94696959,123.3514955
700,57.88282819,123.2001551
701,57.90677923,123.1554
702,57.9557691,123.2019423
703,57.87428115,123.149786
704,57.7104117,122.9621015
705,57.72113431,122.9477465
706,57.79885379,122.9919578
707,57.77476679,122.9713867
708,57.66693848,122.9042538
709,57.71169374,122.9749414
710,57.87635962,123.1725716
711,57.91045054,123.1297006
712,57.82222209,122.9320315
713,57.80823607,123.0276609
714,57.92200841,123.3568373
715,57.94502709,123.4211535
716,57.83929668,123.2821676
717,57.76332546,123.275563
718,57.77206671,123.432828
719,57.59325939,123.4295452
720,57.3353534,123.2692111
721,57.37309626,123.2987566
722,57.54254068,123.4733681
723,57.57702011,123.5580417
724,57.48343036,123.5390635
725,57.5687839,123.6726494
726,57.8169385,123.9508739
727,57.79341481,124.032459
728,57.50219494,123.8919967
729,57.35876058,123.8465615
730,57.41353913,123.8910642
731,57.34491053,123.8892772
732,57.15639074,123.6915499
733,57.19448319,123.6388886
734,57.3817598,123.7304194
735,57.39691131,123.6039625
736,57.21456867,123.2835856
737,57.21695793,123.1602367
738,57.37041555,123.2377426
739,57.38768439,123.2343237
740,57.18945208,123.1236011
741,57.20075747,123.2132864
742,57.36509311,123.4102367
743,57.40611875,123.4371209
744,57.26656942,123.2525833
745,57.27837986,123.2236206
746,57.50075746,123.3962507
747,57.49636742,123.4355669
748,57.43698513,123.2778358
749,57.41252904,123.2264372
750,57.51726871,123.3898211
751,57.55755621,123.4362662
752,57.37548551,123.3005242
753,57.31637518,123.2111497
754,57.39399757,123.23918
755,57.3965034,123.2230572
756,57.35790588,123.1285545
757,57.46631692,123.2149764
758,57.66928893,123.3796423
759,57.70495325,123.367521
760,57.54069533,123.2787099
761,57.54267667,123.3305165
762,57.73719881,123.5472025
763,57.82243579,123.5975522
764,57.72249407,123.5386555
765,57.70506982,123.6622763
766,57.74322054,123.8434534
767,57.68968518,123.7172102
768,57.36495715,123.3640052
769,57.37311565,123.2644714
770,57.61629748,123.3544093
771,57.76078076,123.3773308
772,57.81942489,123.3084108
773,57.84024852,123.4728631
774,57.91773494,123.7407924
775,57.90518636,123.7568374
776,57.82651504,123.5298949
777,57.91623921,123.5024862
778,58.05675981,123.6436284
779,57.97874891,123.5600814
780,57.75648785,123.2550309
781,57.72907915,123.2243782
782,57.82836041,123.4412586
783,57.68772327,123.3303222
784,57.27981729,122.8764567
785,57.15844979,122.7914917
786,57.26418015,122.9391024
787,57.20757563,122.9159477
788,57.01258729,122.751243
789,56.98463468,122.8004466
790,57.17060981,122.9980379
791,57.31930835,122.9964062
792,57.3656953,122.8745725
793,57.44357023,122.9618491
794,57.54920347,123.2439198
795,57.4375873,123.4260877
796,57.25512808,123.362898
797,57.22863236,123.309285
798,57.28966579,123.4088576
799,57.18300301,123.3603727
800,56.90695403,122.9505049
801,56.88403251,122.7502329
802,57.01181032,122.8383254
803,57.04498822,122.8582555
804,56.98972405,122.8297396
805,57.08826717,122.9404233
806,57.25567198,123.1684925
807,57.21050879,123.2752718
808,56.98059428,123.1880534
809,56.9329447,123.1776222
810,57.07740857,123.3546424
811,57.076651,123.3514567
812,56.93725705,123.1929291
813,56.99172483,123.2681816
814,57.17876834,123.4141995
815,57.11767666,123.2052057
816,56.84028738,122.7101397
817,56.83822833,122.5446386
818,57.05149561,122.6689004
819,57.18251738,122.6547008
820,57.23780098,122.5622959
821,57.36923065,122.6824008
822,57.56336428,122.9261848
823,57.58127416,122.8938809
824,57.38723764,122.6459595
825,57.28422674,122.6499028
826,57.44788254,122.7930457
827,57.56439382,122.849592
828,57.39968906,122.7326145
829,57.42709776,122.7272725
830,57.42035729,122.7550698
831,57.35475899,122.6236984
832,57.08807291,122.2351203
833,56.93566423,122.0636751
834,57.02775825,122.131585
835,57.07367898,122.1138694
836,57.06812347,121.9193473
837,57.19327882,121.8766122
838,57.4366355,122.1084693
839,57.53595563,122.3263208
840,57.52354302,122.3008741
841,57.59308461,122.3934925
842,57.71499604,122.5653846
843,57.70178702,122.5416084
844,57.57905976,122.2755827
845,57.5194055,122.2100426
846,57.52072638,122.244658
847,57.48088567,121.9650349
848,57.35460362,121.6065267
849,57.33719882,121.6291763
850,57.44405585,121.8460372
851,57.47626253,122.0491453
852,57.54222989,122.1493589
853,57.70297193,122.2882478
854,57.85312733,122.4982906
855,57.84677537,122.463209
856,57.67667045,122.2303807
857,57.688578,122.1489121
858,57.76961917,122.1802836
859,57.65942104,122.1042929
860,57.448815,121.930167
861,57.45194242,121.9179875
862,57.65852752,121.9295454
863,57.75200069,121.6135975
864,57.61456865,121.1060023
865,57.64044278,121.0716006
866,57.76823996,121.2631119
867,57.72259118,121.2954157
868,57.56210166,121.1381118
869,57.54609548,121.1852175
870,57.68275051,121.449087
871,57.77214444,121.4999417
872,57.68236198,121.326418
873,57.72981732,121.3150155
874,57.93620816,121.4449689
875,57.99630915,121.4391414
876,57.89683361,121.3646658
877,57.8558857,121.4867133
878,57.9093239,121.5296814
879,57.92055158,121.3614802
880,57.80841092,120.9996892
881,57.70178701,120.9337024
882,57.83362463,121.1392579
883,57.93096342,121.2385586
884,57.9142773,121.1122183
885,57.98177925,121.1986985
886,58.10798361,121.3402486
887,58.15613822,121.2135393
888,58.06367516,121.0142775
889,58.1195998,121.0561189
890,58.23090514,121.0934344
891,58.19092842,120.9566823
892,58.0729603,120.6250971
893,58.1700271,120.5293706
894,58.33125478,120.681624
895,58.36505431,120.5596931
896,58.24289038,120.0781858
897,58.1943278,119.9242425
898,58.24318174,120.0464453
899,58.3128787,120.1315657
900,58.33943266,120.081993
901,58.41214052,120.0575952
902,58.5825368,120.076554
903,58.62888492,119.9133062
904,58.5326534,119.6047203
905,58.62000767,119.6073815
906,58.75258345,119.9067988
907,58.60918796,120.0118493
908,58.23916074,119.8731935
909,58.18405196,119.7502525
910,58.31921124,119.7018648
911,58.28385774,119.5773893
912,58.02719496,119.3177739
913,57.98506212,119.2062549
914,58.11736591,119.2116939
915,58.22503878,119.2227662
916,58.39856248,119.26892
917,58.6780108,119.3786714
918,58.95266115,119.5393746
919,59.03416854,119.5749806
920,58.96155781,119.4911811
921,58.93958812,119.5316823
922,59.11435502,119.7857615
923,59.13026409,119.8804002
924,58.97849642,119.8050699
925,58.93826725,119.8077312
926,59.0548562,119.8290599
927,59.07711723,119.4637918
928,58.91722994,118.9335858
929,58.91552054,118.7445027
930,59.01738535,118.819833
931,59.04228822,118.7323038
932,59.00040787,118.5544483
933,59.1224747,118.7214647
934,59.46680258,119.051418
935,59.68154618,119.1177933
936,59.6010489,119.043784
937,59.58154619,119.027195
938,59.6674242,119.0427739
939,59.71635585,118.900272
940,59.67156174,118.8175991
941,59.69100619,118.8898213
942,59.70862465,119.1820318
943,59.48414915,119.1130341
944,59.13341104,118.7595182
945,59.13737373,118.6526418
946,59.30637139,118.6675602
947,59.41682205,118.4653846
948,59.38259516,118.2226301
949,59.47478629,118.297261
950,59.67259129,118.5701437
951,59.69990286,118.6212121
952,59.6195804,118.4851981
953,59.74539623,118.5871794
954,59.9932595,118.9141608
955,60.15202021,119.0858391
956,60.01746306,119.0144133
957,59.94347319,119.023912
958,60.07534963,119.1101009
959,60.1322261,119.0038267
960,60.00442891,118.5756215
961,60.11120826,118.3674047
962,60.30332172,118.3737373
963,60.39751362,118.3787878
964,60.4190754,118.3371018
965,60.58729609,118.6354311
966,60.81555947,118.905672
967,60.84518264,118.7567598
968,60.65044683,118.3891219
969,60.65353541,118.3332944
970,60.89477471,118.5439199
971,60.99545458,118.5663558
972,60.98822848,118.4065656
973,60.96946388,118.406993
974,60.97062941,118.620843
975,60.80512826,118.5827894
976,60.53370243,118.2950272
977,60.59642584,118.2442307
978,60.84459991,118.3625291
979,61.00561391,118.5833139
980,60.8391803,118.4329254
981,60.91649186,118.445979
982,61.14611506,118.6742035
983,61.14244371,118.7403846
984,60.82317409,118.5294289
985,60.69889281,118.4136946
986,60.96085863,118.6626067
987,61.09055949,118.7180652
988,61.03475136,118.6020784
989,61.07546625,118.5685314
990,61.18440178,118.5683372
991,61.05479802,118.3819735
992,60.53337224,118.0898212
993,60.5315657,118.2355671
994,60.77494179,118.3969114
995,60.82099848,118.3936286
996,60.76804587,118.3607614
997,60.95417639,118.6196969
998,61.29005441,119.0574203
999,61.4002914,119.1206099
1000,61.37698139,119.0158508
1001,61.41245151,118.8694445
1002,61.55064108,118.9416278
1003,61.46818185,118.8435897
1004,61.20971254,118.6535936
