"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79","s80","s81","s82","s83","s84","s85","s86","s87","s88","s89","s90","s91","s92","s93","s94","s95","s96","s97","s98","s99","s100","s101","s102","s103","s104","s105","s106","s107","s108","s109","s110","s111","s112","s113","s114","s115"
139.429397747,138.868981144,132.4731486,140.183565235,127.741434701,131.827314727,133.953240718,147.986110115,129.222916603,125.018055609,129.261573521,133.049304745,130.842129257,126.418749566,137.043287139,120.221759415,124.489583243,129.090971825,145.775462627,127.724305497,120.950694338,128.594213019,127.650693936,123.382870224,122.743749958,139.004397753,123.594676314,125.22986109,124.93287015,142.804166619,116.323611339,121.994907644,130.985184262,139.910416142,132.91296249,122.319212654,136.205787309,122.910185766,128.284028117,123.571296109,146.52037069,119.061806281,122.026157263,129.003471502,140.598840867,132.976620007,123.133564615,136.618286143,118.360879829,125.208796077,122.007175758,139.689582549,116.139584123,119.42777782,126.07939797,123.828473367,118.134954384,118.234722572,133.770833492,116.080556197,122.934490559,121.200463051,135.950693856,111.621759489,119.948379898,124.563657406,127.448147864,122.0814816,118.957407496,130.221064859,109.637963316,122.779398097,122.345138682,140.604165861,115.552083863,119.840972408,122.393518755,130.974767759,124.916898118,121.444444233,137.098843278,114.993055746,121.488194381,123.697453547,142.225925827,113.831713629,119.597222514,124.014120515,125.31388926,119.357870653,122.215508996,139.736805715,120.102546692,125.571064716,123.385648171,134.692129056,110.992592817,121.644676357,128.164813879,132.204629315,124.271064801,118.125231181,131.844444386,115.938426405,126.794444153,123.693287034,143.247684198,117.733565537,120.04583345,127.324536721,136.760647689,125.969212823,123.403703732,134.268981255,115.677315209
139.261805042,138.931018056,132.556250466,140.229398526,127.778934749,131.900231383,134.012268496,148.079165755,129.392361164,124.963194545,129.249767971,133.142128897,130.540277386,126.611805243,137.054861222,120.6238427,124.523379522,129.194212601,145.799073633,127.53773133,121.14374991,128.583564912,127.803008694,123.273842462,122.730555587,139.006944026,123.554861297,125.260185104,124.896064631,142.730324041,116.29814841,122.171759473,131.009026866,140.140508901,132.997916238,122.253240458,136.185416953,122.757639419,128.29629666,123.629166577,146.514120632,119.011574761,122.082870234,129.024304867,140.476618544,132.794906833,123.195833158,136.598610237,118.266666884,125.427546014,122.099536906,139.699073362,116.247454421,119.485185162,126.086111,123.916899247,118.215046999,118.634491062,133.774305688,116.152546904,123.047222084,121.195138979,136.003008673,111.481944762,120.100694704,124.558333323,127.742129204,122.191203875,119.225925986,130.248842748,109.633333699,122.947685067,122.307870139,140.61597139,115.460185713,119.848611249,122.395370637,131.099073309,125.052083386,121.589351665,137.079630338,115.054398314,121.62499991,123.583101834,142.342360952,113.875000572,119.682407644,124.031018538,125.272222614,119.356018755,122.522684919,139.7377317,120.079398542,125.626851723,123.346064817,134.693749534,110.766435406,121.625231987,128.223378664,132.073842462,124.397916709,118.136573786,131.945138857,116.143056043,126.973147864,123.52615731,143.284489791,117.685417382,120.193749995,127.451620107,136.878008694,126.173842372,123.622453716,134.236805307,116.138426219
139.122221777,139.218981107,132.377083302,140.380787526,127.721064398,132.216898007,133.753009425,148.066665697,129.565740744,125.23657403,128.989582947,133.49745289,130.067592435,126.77523116,137.034027836,121.002778,124.624305381,128.992823903,145.398610507,127.07638908,121.128240654,128.570138915,127.881480863,123.06458336,122.465740585,138.803240358,123.556944582,124.933796189,124.745833217,142.457407268,115.920602051,122.229166847,130.975693697,140.563425403,133.354628955,121.709953382,136.177083609,122.207176431,128.233565081,123.333101739,146.489352237,117.459954505,122.027314827,128.504166041,140.440507476,132.117592006,123.281712808,136.350230387,117.550926039,124.946296183,122.145601818,139.628934664,116.274306371,119.52337994,125.835879464,123.991667647,118.386574586,118.992824438,133.555092976,116.162500493,123.05902781,121.292824115,135.867128775,111.52847253,120.195370685,124.303472318,128.137962548,122.353935358,118.771527963,130.05694401,109.40023196,123.23287015,121.993981123,140.356712193,115.009722847,119.900694423,122.446065055,131.526850997,125.038657443,121.401851553,136.760648982,115.160185321,121.888194301,123.333333206,142.410185236,114.099306223,120.030787288,124.202546231,125.162037277,119.536574173,121.457638571,139.448842928,119.887500307,125.646296671,122.785648017,134.67407377,110.339583471,121.771296761,128.065739716,131.85254612,124.521065013,117.756018225,132.100925917,116.272685856,127.187268294,123.291435003,143.063193496,117.014815484,120.332870261,127.580092335,136.593749385,126.105092298,122.915277682,133.994444164,116.555092854
139.259027428,139.352314504,132.297685093,140.438426378,127.623610677,132.166666524,133.619907538,148.06087851,129.544212898,125.565740734,128.95555519,133.52453609,129.821759118,126.750694185,137.048148192,120.846759415,124.66018512,128.88217579,145.23101769,127.089120473,121.171064652,128.539814885,127.879629029,122.975694471,122.657407236,138.778934828,123.463194667,124.813194418,124.809259113,142.410185088,115.936805741,122.396296406,131.058564011,140.884953207,133.464119795,121.72083301,136.19189842,122.025694953,128.206481838,123.366666529,146.445833736,117.217824925,122.225462871,128.507175318,140.493285211,131.96597156,123.268518448,136.341202688,117.241898335,125.007175838,122.154860968,139.697916153,116.335648971,119.596065113,125.95972201,124.051158338,118.469676505,118.947685533,133.520370764,116.150463433,123.01620378,121.334259335,135.857406526,111.562500238,120.150463295,124.287500095,128.412036535,122.341666778,118.633102046,130.018286726,109.36921348,123.214583164,122.068055158,140.294443639,115.032176495,119.929166561,122.448611339,131.617823203,124.899305566,121.483333053,136.719445292,115.115509484,121.981249825,123.338657257,142.635879744,114.378472874,120.153009505,124.242592568,125.241666926,119.606481663,121.373379236,139.39421329,119.844907734,125.733102247,122.692360963,134.69583309,110.363194566,121.887268951,128.127545182,131.893286827,124.657638958,117.945370054,132.126157342,116.284491364,127.296296088,123.54745361,142.978239806,116.788889615,120.407870261,127.621758991,136.442129172,126.145138635,122.804166555,134.007870102,116.715972516
139.498610724,139.485879103,132.240277629,140.487500212,127.449768056,132.049074104,133.353935385,148.077082449,129.415740707,125.852083302,128.933333053,133.635184669,129.616666577,126.806712802,137.100694418,120.494907792,124.68194437,128.70624983,145.039814186,126.976620457,121.243749724,128.471759235,127.844212394,122.865972206,122.890277576,138.729860788,123.339120695,124.739814732,124.882175732,142.347453647,115.997453986,122.595138984,131.184490093,141.278934622,133.666666179,121.825925536,136.210185708,121.781713539,128.127083418,123.286342451,146.36111162,116.813195319,122.478703435,128.553471661,140.632868597,131.78773089,123.240046427,136.301387792,116.840972482,125.115509049,122.180555381,139.872221867,116.443056409,119.674074237,126.025694275,124.238426749,118.589584001,118.844444741,133.498611413,116.147917181,122.877083392,121.408564938,135.778239971,111.769444794,120.097685501,124.248611132,128.780323638,122.312268549,118.503009325,130.000231345,109.298380046,123.210648108,122.094212792,140.18356399,115.097454256,119.940509197,122.467361381,131.802776845,124.744444418,121.554629389,136.658334186,115.027546427,122.121296183,123.404629601,142.926851458,114.894444964,120.29189841,124.347453668,125.51875018,119.736805741,121.250231202,139.281018766,119.806018808,125.93148178,122.531249852,134.753471708,110.435185247,122.061111508,128.241897043,131.981481234,124.91226858,118.182175689,132.180786928,116.257407925,127.455323919,123.812962919,142.751619397,116.406482108,120.549768421,127.676157088,136.281943819,126.265972132,122.618749899,134.057638815,116.946065031
139.913194127,139.611342245,132.134259091,140.513194651,127.323842208,131.972685099,132.980092631,148.07708248,129.117823919,125.829166635,128.781712723,133.756943994,129.633101643,126.892129411,137.169212924,120.036805736,124.685185199,128.58541654,144.927082851,126.827083513,121.340972047,128.272685019,127.785184484,122.795138884,122.960879448,138.48124974,123.099768914,124.754398182,124.937036853,142.288425938,116.268518718,122.600463046,131.313656754,141.634027237,133.90138846,121.848842144,136.120370966,121.550000562,127.974074237,123.199768437,146.256018972,116.37523241,122.65370335,128.642360465,140.923840835,131.624999306,123.153240877,136.153934039,116.503009446,125.188425642,122.156944333,140.061110746,116.522223096,119.733333487,125.822453467,124.547685893,118.867593193,118.708333657,133.38750035,116.031482008,122.65509251,121.457176044,135.794906712,112.064352179,120.065278074,124.065277672,129.000925567,122.211111222,118.390046369,129.892129522,109.20324111,123.214583333,121.962036928,139.941665708,115.323380099,119.917361085,122.52175951,132.034489748,124.602314753,121.591435019,136.443287913,114.921527995,122.268749883,123.552546252,143.060879183,115.41828759,120.315509542,124.438888825,125.971990744,119.982176203,121.135184908,139.028935417,119.789120658,126.238426129,122.290277614,134.743286477,110.517361222,122.115509558,128.367591561,132.245138788,125.321990797,118.302083063,132.100694307,116.079630068,127.557407316,123.866435205,142.46249902,116.131250641,120.577314732,127.774073754,136.229860565,126.4761573,122.456249878,134.096990734,117.141898637
140.28310149,139.656944121,132.038194587,140.505324581,127.135647779,131.902083121,132.5733794,148.203471343,128.813425774,125.471296358,128.759721867,133.851619922,129.883101564,126.87939779,137.215046242,119.592592743,124.666203642,128.425694089,144.898147408,126.656018782,121.458564631,128.147453732,127.679860412,122.742129548,122.725231139,138.412036583,122.803935628,124.811111217,124.928009076,142.233333111,116.702083392,122.475926103,131.454165904,141.902082782,134.056249539,121.848379268,136.058333805,121.429630073,127.792361381,123.211111042,146.220370817,116.030787934,122.636573839,128.679397297,141.266664902,131.436573829,123.071990622,136.090045399,116.372685321,125.274768379,122.1821757,140.22060114,116.541899003,119.819907427,125.496759144,124.847917234,119.056482082,118.757176235,133.399074332,115.988889493,122.434722222,121.4127316,135.864119652,112.503935379,120.165972482,124.033564594,128.937962654,122.172685226,118.294676071,129.858564806,109.105787399,123.300231367,121.724073956,139.799304411,115.554629983,119.832407379,122.516898441,132.270369498,124.610648129,121.59398125,136.378010114,114.845602036,122.389814636,123.709259277,143.022684987,115.946991311,120.360648478,124.570370351,126.430786853,120.171990956,121.029397964,138.93518548,119.818518941,126.501388926,122.086805381,134.710647731,110.497222339,122.08634288,128.484952895,132.540277667,125.797453605,118.385647811,132.044212813,115.912500617,127.652777598,123.703009314,142.244212008,116.067361895,120.60370388,127.830092202,136.389351432,126.713888979,122.499073919,134.175694164,117.26736135
140.628240352,139.644212612,132.04930564,140.425926484,126.997221857,131.868518188,132.281481192,148.26712869,128.399537007,125.239120377,128.631249682,133.939119938,130.130323765,126.864119932,137.283564689,119.397916783,124.663657384,128.329860814,144.942823336,126.429861254,121.557175827,127.966666608,127.560647546,122.692361016,122.489814562,138.162731006,122.457176426,124.695138952,124.900694259,142.214814615,117.225000058,122.359259415,131.70856408,142.026157029,134.241666158,121.728240331,135.912732008,121.37731532,127.60555582,123.384722079,146.150463406,115.78588046,122.423379368,128.799767749,141.626850049,131.054166471,123.023148002,135.920138015,116.264120483,125.316435077,122.329166381,140.175230694,116.567361964,119.989120383,125.33009242,125.262500381,119.36365802,118.968981806,133.352546544,115.856482124,122.338194429,121.291666767,135.998841895,112.859490898,120.367824327,123.852083243,128.624305285,122.064351998,118.193750164,129.80787033,109.06782448,123.394907305,121.552546173,139.556943385,115.741666974,119.692824067,122.564120648,132.495369487,124.71712967,121.684259033,136.195834155,114.842824316,122.587962781,123.929398219,142.828472148,116.109491322,120.312500392,124.672453668,126.973610836,120.394213152,121.076157125,138.733333625,119.946296681,126.590046305,121.839120293,134.581018098,110.286805725,121.872222514,128.591897276,132.84189797,126.214120123,118.433795987,131.845138624,115.649074703,127.63078688,123.593518533,141.984258334,116.22152861,120.57361127,127.988194005,136.684721793,126.89837957,122.728935072,134.226157135,117.330324374
140.771064477,139.633333121,132.140972408,140.33588011,126.833564472,131.85231443,132.129629469,148.357869784,128.07569445,125.242592441,128.615045987,133.976851363,130.281481489,126.875462553,137.329629538,119.43287033,124.692129713,128.254860841,144.929628944,126.204166937,121.592823903,127.88449075,127.470369583,122.657175832,122.446990554,138.095832788,122.151852327,124.397685173,124.863888751,142.213657162,117.609259436,122.343055895,131.929397154,142.126157162,134.327777179,121.602314425,135.847222567,121.342130115,127.479629824,123.45046285,146.087268983,115.669676722,122.137962638,128.860878907,141.876850096,130.57638846,123.033564769,135.854397286,116.167824099,125.363194349,122.490046125,139.987268003,116.623149003,120.255324099,125.5009257,125.56875035,119.539352391,119.353704002,133.384490999,115.751389498,122.383101813,121.223611233,136.117591863,113.123379665,120.584722524,123.820601765,128.228934966,121.993518538,118.200463088,129.776620462,109.049537447,123.479629612,121.491203552,139.43564736,115.839352173,119.537500042,122.57986135,132.676619116,124.868750011,121.854166465,136.153010082,114.94074094,122.821759129,124.085416762,142.626851914,116.082408105,120.372222588,124.780555487,127.366203409,120.532639032,121.236573749,138.67638917,120.059722461,126.508564875,121.70509251,134.484953218,109.970370372,121.674768951,128.696758366,133.03657395,126.492823924,118.51504594,131.701388693,115.461574676,127.651620176,123.681018538,141.803702688,116.421760029,120.62500017,128.081481096,137.007870022,126.95231488,123.022685062,134.295138672,117.35439842
140.926156966,139.712036535,132.254629898,140.320139302,126.80115731,131.891203859,132.143981844,148.609027794,127.878240797,125.441897901,128.643055269,133.89212913,130.360648118,126.888194185,137.403472259,119.608796506,124.722685226,128.19930546,144.878934775,126.134722159,121.696527651,127.998842525,127.51874965,122.67662043,122.620370245,138.134722249,121.982407893,124.088425933,124.865277561,142.143749709,117.635648129,122.396064822,132.157639111,142.182870261,134.392592663,121.597916296,135.888889281,121.394676357,127.434490877,123.404860995,146.028935734,115.714120987,121.980555407,128.975462839,142.075231213,130.343286848,123.083796348,135.856480863,115.989351866,125.337499878,122.605787251,139.835416508,116.70463011,120.47754612,125.744444413,125.796296284,119.721527868,119.694907612,133.473611318,115.840278133,122.521527878,121.200462961,136.310879066,113.237500249,120.746759452,123.820370245,128.074536769,122.076620324,118.371527635,129.835648309,109.196296724,123.713194354,121.61296303,139.50208257,115.809027873,119.413425811,122.683101601,132.830091847,124.997916667,121.975231324,136.088658026,115.098842478,123.100462654,124.170138905,142.63657421,115.981713406,120.388194519,124.820833164,127.55185158,120.621064896,121.434722058,138.728009558,120.225694757,126.503935189,121.647916566,134.503471761,109.863426007,121.590972429,128.758563762,133.141203441,126.738425774,118.634259102,131.733101914,115.428009568,127.739814896,123.911110926,141.789351114,116.611342986,120.599074003,128.209258885,137.207870075,126.978240909,123.280555672,134.410879262,117.53842614
140.655092462,139.652545717,132.836343092,140.151620081,126.72083301,131.748842753,131.994907612,148.718055455,127.267824231,125.708101638,128.592592743,133.869906786,130.214120113,126.524073765,137.532175864,120.169676134,124.367360995,127.87615712,144.779629352,125.538194587,121.508795881,127.814583736,127.68703661,122.690046469,122.558564594,137.90023142,121.500000376,123.719444301,124.356249603,141.728471963,117.446759457,122.685416449,132.183332613,142.174999698,134.724536753,121.735879204,135.875926309,121.581250503,127.377546268,122.631944407,145.708333757,115.913657904,122.105092404,128.71319446,142.86435122,129.763194317,122.763888555,135.694906881,115.631944572,124.944676023,122.372221671,139.658101771,117.148611593,120.286574046,125.845601707,126.262731277,120.086574666,119.34560185,133.449073585,116.026621008,122.693055529,120.561342616,136.410879146,112.760648293,120.574537256,123.583333439,128.169907204,122.155555529,118.852777529,129.866435115,109.246065325,123.858564674,121.940046072,139.65300888,115.078935565,119.379398012,122.801620701,132.787036896,124.881250005,121.612268247,136.197916762,115.430324258,123.271296231,123.942823707,142.587963099,115.494907761,120.073379808,124.819675854,127.791897774,120.668750127,121.987731261,138.708100886,120.465046448,126.332638735,121.845833423,134.547453663,109.973611138,121.504398113,128.607869964,133.119212341,126.830787118,118.598379559,131.686342732,115.450694863,127.566203981,123.999305423,141.700693851,116.943750313,120.424768268,127.595832708,137.551157464,127.214583397,124.112037055,134.580555587,117.781481573
140.572684908,139.710416216,132.897685883,140.105324146,126.812731192,131.726157538,132.100926012,148.943285979,127.12592615,125.712036848,128.595370229,133.809721046,130.029860714,126.531018623,137.542592171,120.55740758,124.282638725,127.758564064,144.74837878,125.377546432,121.402083233,127.851851892,127.842823474,122.748379787,122.903703499,137.898147768,121.370139408,123.713888725,124.349999518,141.576388597,117.139120542,122.764351945,132.407174619,142.277082825,134.478934283,121.671295924,135.841435432,121.760880168,127.428935258,122.828703578,145.634490723,116.026852708,122.055092769,128.760647726,142.590507809,129.562962829,122.796759134,135.683332597,115.525926299,124.776620626,122.36736055,139.568749979,117.275695064,120.097222143,125.93773142,126.323611138,120.182640023,119.251157252,133.403471586,116.159260024,122.784259362,120.601389005,136.44212851,112.513426076,120.330555932,123.581250355,128.407638815,122.302546416,118.844444397,129.856713009,109.37963015,123.990508869,122.160648012,139.872452641,114.765046978,119.392592578,122.835417106,132.833563757,124.844676044,121.610184876,136.178009102,115.480324194,123.444907284,123.750231144,142.80486171,115.46666753,119.950926277,124.767592398,127.840277126,120.653935395,121.890740501,138.69652675,120.594213359,126.09652791,121.880555709,134.643981557,110.192129755,121.609722736,128.747452667,133.032638359,126.931481467,118.534027667,131.739120001,115.567824772,127.716203875,124.001851522,141.799073278,117.029167122,120.368981202,127.675230402,137.796759054,127.461111106,124.153935141,134.629398044,117.834027969
140.306481049,139.688656929,133.025926558,140.03773169,126.923379474,131.703472259,132.304861365,148.926156447,126.962731722,125.586805577,128.612731356,133.944211891,129.739814536,126.558564949,137.500925446,121.074768639,124.240972222,127.575925329,144.836110248,125.119907713,121.351157384,127.842592647,128.050462352,122.810416842,123.154860841,137.865971941,121.298843198,123.865277497,124.283795797,141.411805322,116.829398341,122.866435252,132.525693242,142.400925774,134.193286133,121.608795733,135.704861212,121.978935825,127.490046326,123.016203568,145.524537012,116.036574872,121.936111312,128.782638486,142.259952466,129.228240744,122.874074025,135.653702916,115.518981764,124.654398335,122.219443999,139.43749991,117.527778398,119.842823919,126.019213104,126.383101643,120.310649257,119.213425769,133.353240199,116.238658073,123.003472159,120.676157565,136.316434013,112.201157475,119.975463332,123.608796591,128.66828688,122.394907464,118.776157204,129.803009293,109.320370883,124.085879294,122.309027656,140.065276898,114.407176595,119.494675795,122.881250408,132.871989981,124.859953896,121.620370012,136.227777677,115.502546538,123.631018384,123.558333005,143.000463491,115.51967668,119.924768792,124.786110846,128.034489854,120.771528101,121.74421267,138.645369392,120.740741205,125.858796284,121.816898335,134.738888868,110.478703849,121.728241179,128.91643423,132.948147662,127.045138799,118.406481404,131.700231155,115.648148881,127.876157554,123.937731202,141.879397376,117.167593082,120.514582936,127.796526829,138.141666635,127.786342812,123.992823998,134.630787065,117.616435385
140.13981417,139.629166185,133.099537616,139.886342827,127.117360878,131.709490882,132.58263927,149.029165745,126.881713274,125.440509208,128.660416497,134.164350716,129.494212664,126.624537214,137.456249507,121.528935332,124.212037055,127.450230943,144.922684426,124.878935501,121.479398055,127.802546247,128.362499237,122.923842785,123.145138582,137.875694153,121.302778355,124.130555285,124.065971751,141.262268337,116.313426161,123.007175997,132.543285947,142.559953414,134.037498993,121.546527243,135.43703715,122.181944995,127.501851861,123.090740554,145.450925891,116.062963804,121.853009515,128.708332825,142.037035804,129.039120446,122.92662034,135.503471438,115.510648415,124.546296443,121.786573739,139.308101744,117.843519084,119.728009139,125.904398272,126.49166637,120.587038157,119.137962813,133.243980975,116.323148833,123.401620298,120.709722349,136.189350695,111.919444699,119.68078742,123.695602104,129.152546173,122.620139037,118.722453509,129.753009229,109.259259831,124.280786837,122.443981383,140.270832528,114.082176601,119.558333153,123.033565187,133.042128918,124.919676118,121.614814467,136.305092494,115.600231579,123.804166502,123.490740469,143.222685835,115.631713698,119.927546602,124.910185024,128.295369482,121.104861344,121.752083053,138.543054554,120.917361561,125.890740702,121.672453849,134.816435072,110.810185311,121.958796771,128.922221184,133.031017955,127.381712876,118.248148065,131.598147737,115.744213714,127.993981647,123.865740516,142.038656659,117.26203751,120.774999666,127.982869408,138.546759166,128.203009605,123.61180537,134.554166688,117.281944535
140.212499544,139.58078643,133.178009897,139.840509187,127.349999777,131.794213157,132.931713295,149.179628695,126.885879782,125.406481557,128.659722233,134.469906187,129.347916471,126.672453663,137.425462776,121.738657469,124.279398017,127.393517976,144.943054867,124.736574327,121.915509039,127.895833333,128.63148062,123.098842939,123.233796263,137.870833095,121.481482098,124.590740485,123.93449022,141.129166222,115.570602025,123.168981637,132.449998951,142.787267854,134.049073315,121.574999534,135.376388899,122.387037622,127.520370473,123.018055407,145.409490681,116.066898918,121.800231531,128.56967543,142.051618936,129.062268575,123.031249931,135.487267791,115.584722545,124.480787145,121.465508938,139.257638762,118.090972773,119.853009404,125.84467597,126.686805269,120.740510342,119.080555667,133.166897525,116.497685825,123.899999936,120.668750069,136.168517462,111.837037336,119.561342944,123.738194646,129.775925652,122.815046252,118.673610889,129.739583376,109.283565413,124.531944201,122.54699058,140.509258355,113.996296899,119.751620404,123.125694889,133.216665782,125.062500249,121.604166349,136.313425721,115.795833646,123.993055497,123.5807868,143.334954209,115.899306297,119.999768851,124.884490522,128.472452996,121.189120409,121.949999613,138.470601527,121.04236154,126.216203637,121.552314991,134.888657247,111.201620452,122.171296591,128.807637866,133.336573278,127.934490712,118.195138629,131.616897949,115.881019317,128.088194709,123.929629501,142.173842017,117.265741258,121.027546061,128.125462013,138.87523124,128.607176108,123.376157188,134.575694036,116.940277794
140.393749581,139.505786408,133.24189868,139.768981404,127.576851543,131.925926097,133.151389143,149.394906505,127.07569454,125.46689824,128.706018549,134.765970903,129.426620181,126.789351829,137.402083164,121.710648367,124.432407252,127.5127309,144.853471502,124.698611424,122.301157125,127.972222281,128.969443448,123.284722572,123.339351824,137.907870128,121.774769062,125.094444222,123.913656961,141.16134207,114.867129893,123.398842843,132.423378563,142.935184463,134.072452985,121.621990299,135.207638905,122.636343188,127.571527873,123.052777651,145.462962887,116.018519343,122.006712951,128.387268077,142.12685051,129.111805688,123.165740649,135.327314123,115.767361583,124.495370388,121.029166349,139.272916502,118.375000636,120.087037219,125.927546252,126.927082941,121.101389917,119.021296358,133.066203149,116.687037664,124.307870346,120.586342653,136.340739632,111.835416884,119.621991062,123.84212984,130.414351739,123.127083238,118.677777534,129.684027926,109.354167207,124.796758933,122.459027603,140.648378611,114.115278477,119.946527778,123.295602157,133.512730657,125.20601867,121.634953419,136.343518294,116.118750328,124.191898182,123.855555381,143.255787431,116.217593431,120.067592918,125.059490548,128.726388152,121.570370499,122.149073802,138.342129241,121.218287388,126.634722249,121.688426113,134.9520831,111.57708336,122.557407628,128.706712076,133.787267817,128.689814674,118.156481213,131.597222122,116.088195207,128.159491004,124.003240638,142.381249465,117.284722715,121.359259007,128.353934193,139.049536954,129.060185136,123.308796056,134.481481033,116.671759256
140.615508657,139.487730789,133.302315214,139.798611101,127.79212948,132.110185242,133.244907538,149.58865677,127.268518655,125.689351744,128.714120526,135.122683695,129.609953409,126.916666688,137.391434881,121.568055767,124.636805418,127.66805492,144.660647334,124.7030096,122.52824075,128.093287002,129.214813852,123.41597271,123.461805561,137.920370128,122.109722736,125.618518199,124.015508837,141.182407183,114.335648319,123.556250313,132.41249876,142.995369885,134.144906897,121.72777737,135.183564917,122.896296861,127.676157538,123.126388703,145.543981504,116.013195292,122.284953721,128.252314377,142.21342463,129.066898044,123.32268513,135.310184304,116.007176198,124.512963104,120.943981197,139.368286588,118.567130375,120.38564833,126.303472307,127.184027163,121.342825158,119.195833249,133.052314228,116.904167483,124.537037039,120.515972281,136.573609967,111.902314938,119.734954071,123.889583572,130.93032385,123.364814822,118.859027502,129.671990882,109.534722784,124.970370028,122.260416492,140.750230577,114.441435814,120.278472185,123.382639164,133.740045394,125.294444683,121.635416502,136.339120192,116.379398341,124.408333158,124.033564732,143.028704188,116.589121056,120.120833641,125.124074046,128.912036191,121.692361191,122.227314674,138.262268156,121.337963406,126.983101718,122.05694455,135.033796178,111.900231351,122.90300942,128.706249168,134.189119562,129.373610984,118.162499709,131.635648155,116.336111885,128.202314827,124.179629442,142.549767976,117.299306048,121.824305428,128.523147069,139.155324364,129.459954013,123.439120218,134.441203271,116.484490781
140.794443809,139.44722165,133.324537378,139.820138952,127.946064658,132.256018596,133.249074268,149.737036403,127.394212961,125.867823924,128.711342796,135.281480037,129.76597182,127.034722344,137.398147848,121.432870441,124.805092499,127.787036371,144.491434415,124.735880004,122.640509351,128.17916654,129.335184134,123.509259664,123.39444445,137.914814589,122.341667175,125.956712686,124.057638444,141.235879395,113.979166863,123.65763917,132.435183859,143.013888428,134.182175403,121.773147795,135.188889021,123.043981939,127.724537155,123.151851765,145.600694556,115.974769317,122.5136574,128.158564313,142.265970977,129.035648203,123.398842605,135.306249073,116.196528101,124.532639027,120.991434887,139.396295881,118.662269174,120.563194556,126.641435332,127.344675324,121.457871474,119.427546226,133.031943872,117.025232299,124.605787018,120.492129681,136.767591328,111.937268803,119.823842992,123.912963194,131.220601633,123.509027873,119.090740442,129.68171312,109.678009839,125.061573643,122.045370192,140.788888025,114.725695033,120.503935236,123.42361136,133.841897223,125.368518739,121.654860957,136.320138693,116.586574083,124.578703642,124.142361048,142.848611572,116.797222906,120.133333678,125.14166663,129.011110152,121.73541681,122.174999846,138.228008938,121.425000477,127.172453615,122.42731487,135.048148086,112.058796273,123.112963083,128.760878669,134.506017658,129.840277656,118.184953398,131.686805577,116.484259929,128.225462982,124.383795998,142.647221602,117.351157898,122.238425779,128.626387702,139.207407676,129.735648123,123.557638714,134.432175536,116.436342666
141.220369736,139.445601379,133.040278408,139.924537251,128.017360936,132.784027979,132.70578732,150.020832321,127.675463083,125.891434823,128.663194174,135.876618656,129.970601575,126.971990951,137.37638828,121.117824125,125.216203594,127.272221682,144.114350976,124.788657729,122.711805577,128.150462707,129.411804533,123.635648155,123.026157157,138.034490469,122.946296517,126.347685432,123.98703661,141.323148044,113.879398309,123.634490993,132.476850414,142.986805179,134.41018459,121.575925562,135.209490728,124.550231685,128.031712945,123.041203552,145.64675906,116.312500927,122.629861281,127.89467535,142.360647069,128.538657321,123.440277815,135.051156648,116.761111429,124.720601983,122.003934664,139.607175811,119.1145839,121.171296226,126.655555386,127.519212458,122.213427072,119.670601696,132.980786403,117.248611943,124.708796501,120.254629713,137.092128468,111.951157623,119.987268914,124.233333551,131.357175795,124.112731573,118.704629416,129.800462823,109.875232013,125.217129405,122.0432868,140.813193554,115.238889578,120.625694312,123.915046416,134.262267298,125.701157713,122.298379374,136.223842372,116.412268734,124.657870335,123.990277772,142.519444794,117.194907988,119.998148494,125.426157527,128.922452709,121.937731695,121.505324009,137.99166557,121.427778032,127.659721973,122.873379744,135.159953732,112.651389037,123.369444683,128.957637967,134.725461912,130.481712543,118.081249868,131.623611222,116.935648923,128.390277847,124.592823924,142.776156579,117.757407946,122.531712919,128.40578582,139.026388778,129.869907475,123.539351744,134.270601659,116.528935319
