"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79","s80","s81","s82","s83","s84","s85","s86","s87","s88","s89","s90","s91","s92","s93","s94","s95","s96","s97","s98","s99","s100","s101","s102","s103","s104","s105","s106","s107","s108","s109","s110","s111","s112","s113","s114","s115"
142.523379215,134.203934484,137.581481775,133.632639525,146.279860703,129.519443856,132.780324099,134.980323606,131.848147255,128.591897927,129.668518888,139.963425663,128.918749661,136.121296083,126.28703724,136.091203441,121.442361418,128.961110274,131.512268427,132.279860226,128.969907045,124.848148023,135.914583,119.623148791,130.166203525,125.103009001,140.053240246,121.11087976,126.047454029,130.658100896,137.405091974,129.411110544,127.5668977,133.106249502,122.570370589,125.994444164,127.421990893,141.636574316,125.709259039,132.158564981,131.734259706,134.841202725,119.931944482,127.100231324,131.720370287,126.842360957,131.683564774,125.187962675,136.522685242,118.632176558,128.918518607,128.348611127,136.49351715,126.548842223,122.046990591,125.645138672,117.348843421,128.412731621,120.114120181,134.721064832,115.65092615,123.180786901,127.214120102,131.963888582,129.115972069,121.913888741,133.385647896,117.898380343,123.542360936,119.659953488,135.75717526,119.766898955,127.060184987,130.748842006,130.169211944,125.958564636,123.653935141,135.57291513,123.892592584,130.595138433,122.85023089,132.3983794,117.363889647,127.761805693,131.360416953,133.679628293,129.479165231,119.753703504,131.896063783,119.148380237,128.10601849,124.379629532,139.864815648,118.858796374,124.670601516,126.328472556,136.658564578,124.972685152,124.142361206,130.009258911,121.278009897,122.864814467,121.379860899,140.109490469,124.399073993,130.165740728,132.276156839,134.766896746,122.848611206,125.95625009,134.867128415,125.304397954,132.399073892,123.210184797,132.9060184
142.430786647,134.372916142,137.930092923,133.552546994,146.311110576,129.613193814,133.104166603,135.215045844,132.003239769,128.756018215,129.780787367,140.006712664,128.552083095,136.131249899,126.237037198,136.130323701,121.493287373,128.978008456,131.549305428,132.513656531,128.946990448,124.695833211,135.996064403,119.489121019,130.244907268,125.144444264,139.978240146,121.560648203,126.164120664,130.969443565,137.384258567,129.084258668,127.728471841,133.020369879,122.619907549,126.058333005,127.384722333,141.632407655,125.814583121,132.009953843,131.864583784,135.182869312,119.973379644,127.175925763,131.849073977,127.268981414,131.561342531,125.373842473,136.374074199,118.593519174,128.990509314,128.663888873,136.856480074,126.117360777,122.270370224,125.583564546,117.440510019,128.497916836,120.212268315,134.846990622,115.371759584,123.454861005,127.283564594,132.376388502,129.640740607,121.959490702,133.515045892,117.953009886,123.59004604,119.703703472,135.80717517,119.580324904,127.370833068,130.852545696,130.299304533,125.971527698,123.697685205,135.452313185,123.633333254,130.542823659,122.875462384,132.334721862,117.274537791,128.078009388,131.593055614,133.634720903,129.701850409,119.776388703,131.685415671,119.159722726,128.339814817,124.485416492,139.690278641,119.329166804,124.536342261,126.496296591,136.930092393,124.647916614,124.125000122,129.773842197,121.587500731,122.815740395,121.53564798,140.042129305,124.510879474,130.142592462,132.217592033,135.146526459,122.831712929,126.109027889,134.711804332,125.180555301,132.508564621,123.242592271,133.06643495
142.464582814,134.489582464,138.206018782,133.503704532,146.267360417,129.84143468,133.518981255,135.361804946,132.331711986,129.10254612,129.817593182,140.044212537,128.097685199,136.139120319,126.248842573,136.334258917,121.429398473,129.029628785,131.545370287,132.66319347,128.942129273,124.606249777,136.05162015,119.368750434,130.322916894,125.162962755,140.019675631,121.981481685,126.328703907,131.190508297,137.224767669,128.852777402,127.755555089,132.847916333,122.722222402,126.129629326,127.403935046,141.570602168,125.860416497,131.915046395,131.946759627,135.346758164,120.217592833,127.246759033,131.896064764,127.723611042,131.549999942,125.482407316,136.07893547,118.626389429,129.094907517,128.940277518,137.117359591,125.798610904,122.454629564,125.447916264,117.563889678,128.459490898,120.25254603,134.822453414,115.374537441,123.703471994,127.248842335,132.802082957,130.184722042,121.987037028,133.563657342,118.101158158,123.633795876,119.783796236,135.873379178,119.088426722,127.746064266,130.884721724,130.449304395,125.930092446,123.713657427,135.410183658,123.191434993,130.184258784,122.896990156,132.341897869,116.66666753,128.389583688,131.710879601,133.648146894,129.835878144,119.820601755,131.550924979,119.174768925,128.682407231,124.544212813,139.456018962,119.764815076,124.484027555,126.651389122,137.162499693,124.440277735,124.250926002,129.58101839,121.876621029,122.831018172,121.768055508,139.804860777,124.600462839,130.002546236,132.129166328,135.233795039,122.854861106,126.251852009,134.649072833,125.285416481,132.677314716,123.295601522,133.061574035
142.499073712,134.580786249,138.436342939,133.565510061,146.205786387,130.140277227,133.833101638,135.582406796,132.834721178,129.55879595,129.923611773,140.079860793,127.685648017,136.211805566,126.250231414,136.552545881,121.394213311,129.223378796,131.622222243,132.785647207,128.952545934,124.546295971,136.017592451,119.334259733,130.303704071,125.185416449,140.076851622,122.317129707,126.577546575,131.388888052,136.954860316,128.758564377,127.805555073,132.715277439,122.927314901,126.179860799,127.294907162,141.414352179,125.848842388,131.887037134,131.94699102,135.473147074,120.553472535,127.255555301,132.015509182,128.161573844,131.559027767,125.682407326,135.769907724,118.811806059,129.286342833,129.042823897,137.217822568,125.504398039,122.535185046,125.31597183,117.645834133,128.228009441,120.387731229,134.56990713,115.606713337,124.032870139,127.109953393,133.134490283,130.643981102,122.041203721,133.479166555,118.322685915,123.620601416,119.819907437,135.918749592,118.914815574,128.074999528,130.86550871,130.754628367,125.867824157,123.764583317,135.235646545,122.748842356,129.755323585,122.916434595,132.44282386,116.250463862,128.656481791,131.702777757,133.681480243,130.075461504,119.788425901,131.325693374,119.302315166,128.966666492,124.689120229,139.270833794,120.051852067,124.546758954,126.77962994,137.303471947,124.320601951,124.420833386,129.423379681,122.139815293,122.911573744,121.966435183,139.58657386,124.724768432,129.725925901,132.106712569,135.431017367,122.841435157,126.385648266,134.477082078,125.478240559,132.949073882,123.368286641,132.927083312
142.563888396,134.593517854,138.507176489,133.615278345,146.114814324,130.372916026,133.912268448,135.701619816,133.309721152,129.955323633,129.926157861,140.121758519,127.303009054,136.208333296,126.304629707,136.779166084,121.296528207,129.399304718,131.766435215,132.813656447,128.969444095,124.522916158,135.952082989,119.328472784,130.191898463,125.181944116,140.176157188,122.526620314,126.822685348,131.334490045,136.659027078,128.691666105,127.958564334,132.689814414,123.121759393,126.226619975,127.257176071,141.257639127,125.776157162,131.931250026,131.934722228,135.508795002,120.927546501,127.250694217,132.068749984,128.493287044,131.702546268,125.77615739,135.512731595,119.015278461,129.486574199,129.056712871,137.234026204,125.294212781,122.603472265,125.305323686,117.745834239,127.821065129,120.462962712,134.221527476,115.926389281,124.27638873,126.978934844,133.325925737,130.859259012,122.059953711,133.346527656,118.597222779,123.647221793,119.863425795,135.944443899,119.130787865,128.339582793,130.815045669,131.032406235,125.762268379,123.804861095,135.112035449,122.2497684,129.408564409,122.958795685,132.505092276,116.243056403,128.74791699,131.521528106,133.719906044,130.21944304,119.759027725,131.251156478,119.406713364,129.250231526,124.760879453,139.290509579,120.14050933,124.630323855,126.877083572,137.319906871,124.200463051,124.450926065,129.308101749,122.321991253,123.031944089,122.110648208,139.493981165,124.792129575,129.524768178,132.131481197,135.738656065,122.679166688,126.407638974,134.400693125,125.513888693,133.158796342,123.427545955,132.70624983
142.568749513,134.554628865,138.509259839,133.665741258,146.074073654,130.504397408,133.924537034,135.762499449,133.629628621,130.214351426,129.946296734,140.125925265,127.054166412,136.188657443,126.348842674,136.903240151,121.183333837,129.552545442,131.91990748,132.803702678,128.968518156,124.517360645,135.892129336,119.356945033,130.096990935,125.18356453,140.262036875,122.650000069,126.995602025,131.243749269,136.496295595,128.681249528,128.087962527,132.708101553,123.251157543,126.240740379,127.214814944,141.140740988,125.73842552,131.972453806,131.946990734,135.57152648,121.190277841,127.20138873,132.093981404,128.726388815,131.805787049,125.819212961,135.40185193,119.144908068,129.597916762,129.068287065,137.210415093,125.216203557,122.572685162,125.312962569,117.79699156,127.513194688,120.493055312,133.980555322,116.136574427,124.396759102,126.897221857,133.345370097,130.957175552,122.076157448,133.212499883,118.740741311,123.631944042,119.878703594,135.953008694,119.408565648,128.488425408,130.773610518,131.209257995,125.689583249,123.814120383,135.058100234,121.899537007,129.222221798,122.970138322,132.574305163,116.366204521,128.783333683,131.367361334,133.752313524,130.288655991,119.714120309,131.199304655,119.473380036,129.392129877,124.805323919,139.406250328,120.229861222,124.727777619,126.918750217,137.323379119,124.167361169,124.42893521,129.225231483,122.388657888,123.134490389,122.206944508,139.466897742,124.82638882,129.382638439,132.198147869,135.989581892,122.552777725,126.378703774,134.362730143,125.467361085,133.255324003,123.464351506,132.554166635
142.664351665,134.233564218,138.384490951,133.841435417,145.865045945,130.575693862,133.919444301,135.702777349,133.959952709,130.606018262,129.971991189,140.19976804,127.003471936,136.234953631,126.508564901,136.883332804,120.889815209,129.6011566,131.915972439,132.731711939,129.102546157,124.73402764,135.837268284,119.518982008,130.014814626,124.995138576,140.384490501,122.377315145,127.42106523,130.827545569,136.613193734,128.32731443,128.176620012,132.507406871,123.359953912,126.263425493,127.215740342,140.982407724,125.610416619,131.96504613,131.456018824,135.584026617,121.069907591,127.199768421,131.654861042,128.85717597,132.230092647,125.750925944,135.536111153,119.267824766,129.910648351,128.52430554,136.746989282,124.799537071,122.692361,125.20763865,117.856019266,127.257407676,120.611342515,133.430323876,116.62916691,124.392592335,126.754629379,133.077314605,130.517823765,122.13634261,132.899073744,118.947454532,123.706481123,120.004397827,135.735878934,119.387269227,128.670833079,130.560415967,131.264582009,125.273842573,123.918055556,135.140276098,121.31273134,128.990971894,122.972916094,132.655092441,115.838658216,128.959953737,130.759490681,133.902544917,130.006480063,119.746759261,131.423610173,119.84907448,129.379166847,124.962731393,139.590973081,119.918518623,124.795138348,126.359722545,137.195370256,123.480787267,124.379167011,128.691435019,122.444676293,123.631944058,122.584490516,139.191434998,124.630786996,129.534722122,132.26782359,136.163656139,122.045833466,125.992824109,133.768748612,125.484490649,133.415740516,123.437962543,132.3634257
142.662036975,134.019675361,138.272222381,133.996296597,145.821064504,130.497684712,133.971527672,135.721758779,133.994906367,130.666203435,129.929861524,140.13449032,127.04884234,136.155555476,126.537963062,136.926157035,120.747685676,129.532406558,132.016203981,132.621526628,129.068981234,124.796990654,135.781249709,119.6571765,129.97847219,124.99999974,140.453240596,122.23032429,127.521991168,130.816897419,136.900230779,128.151388597,128.273147821,132.479397673,123.405555778,126.325230985,127.268518172,140.941898468,125.597916688,132.130092435,131.434028101,135.585415522,120.82662051,127.190509107,131.638425864,128.825231626,132.464814896,125.724074062,135.572916836,119.239121124,129.885185406,128.815972291,136.600924502,124.708101834,122.684953536,125.134490543,117.944213777,127.275231679,120.543749952,133.463888619,116.947916921,124.30902747,126.787268262,132.876388587,130.342129289,122.130324072,132.727082973,119.529861885,123.695138555,120.022684828,135.916434447,119.368750752,128.505092367,130.542360369,131.720600573,125.129397996,123.911805513,135.043285333,121.872222058,128.931944132,122.989582761,132.760185046,115.742824936,128.972685247,130.633101654,134.441665284,130.26041513,119.80532403,131.402313879,120.035417128,129.279166794,124.946296236,139.564352793,119.718518676,124.723147609,126.287963321,137.308564631,123.242130036,124.515972545,128.718286806,122.365509627,123.732638534,122.668055312,139.138194211,124.563425875,129.653240516,132.231944026,136.185415406,121.782870616,125.960185252,133.716665273,125.604629644,133.471527539,123.458564398,132.206712765
142.642592557,133.673147419,138.121296761,134.162269004,145.760416343,130.373841959,133.999305243,135.700694079,133.969212145,130.73819418,129.850000366,139.956944201,127.055786959,135.98935193,126.571759404,136.969906998,120.541898574,129.528933975,132.185416725,132.457406304,129.034953372,124.922916497,135.661573754,119.859260061,129.964814944,124.996295924,140.493518289,122.285879803,127.596065129,130.772684511,137.320369715,127.841203287,128.385416412,132.453008721,123.438194741,126.426388444,127.419212797,140.860417138,125.621296051,132.442361148,131.340277979,135.579860237,120.389583376,127.193286811,131.608101734,128.804629601,132.781250011,125.648379607,135.59861118,119.086806218,129.787962982,128.985648261,136.335878219,124.480787081,122.621527534,124.954397959,118.111574867,127.451157628,120.41319437,133.6245368,117.669907612,124.235647827,126.798842287,132.610647774,130.29421231,122.098379601,132.533795834,120.343056202,123.70856434,120.025231197,136.053008684,119.311574772,128.246527608,130.470138248,132.311109739,124.876157369,123.841435077,134.811803823,122.781481409,128.86296268,122.988656754,132.973842488,115.594213883,128.932407411,130.469444291,135.184026485,130.587961504,119.915740612,131.341897286,120.319907904,129.150462898,124.934490697,139.543982326,119.517361233,124.678008832,126.312037463,137.439583079,122.865046544,124.748842679,128.715277656,122.204398515,123.871990342,122.815509039,139.018055248,124.417823945,129.825694169,132.090045993,136.256017033,121.425463189,125.967361233,133.667591206,125.706712861,133.554860804,123.505092192,131.965046167
142.547222243,133.299999126,138.01157456,134.160880147,145.746990405,130.234953202,133.876388725,135.659027412,133.896989939,130.661805397,129.657176299,139.698379326,127.00624974,135.871990755,126.500463115,136.953934733,120.363194958,129.643054464,132.356944524,132.259258032,129.027777428,124.958333349,135.545370086,120.038426754,130.088194646,124.993055243,140.407870075,122.637268681,127.575926272,130.640971528,137.656249348,127.504166359,128.505323739,132.413425578,123.477315145,126.417360698,127.531944227,140.744213396,125.63055545,132.764814711,131.233796485,135.512962013,119.875694429,127.277083053,131.673379511,128.846990755,132.906713051,125.512731446,135.535648129,118.850695101,129.718287102,128.715740739,136.093748532,124.146759409,122.459953499,124.642129495,118.244445213,127.807870648,120.240740559,133.806018278,118.535648235,124.260879379,126.818518204,132.4307867,130.518980885,121.91527782,132.390508869,120.819908089,123.691666222,120.05138864,136.062499481,119.127778525,128.036342414,130.393517839,132.54583203,124.556249968,123.624999942,134.462035269,123.203240813,128.848147938,122.967360497,133.117592393,115.456250927,128.773842557,130.416435168,135.626850457,130.771757767,119.98194427,131.106017722,120.569444831,129.089120314,124.884027704,139.450926669,119.467361212,124.628240315,126.404398542,137.375231335,122.535648457,124.958333402,128.616435109,122.028009733,123.900462606,122.843749772,138.814814525,124.234722095,130.019907183,131.876851633,136.341202217,121.108565002,126.136342727,133.59305421,125.704629744,133.636110915,123.624999619,131.823147964
142.447221894,132.988193888,137.946991263,134.112963549,145.746296046,130.098842234,133.688657226,135.549073765,133.796758095,130.571527306,129.532639239,139.506249486,126.740509468,135.799999936,126.490277825,136.90115678,120.234722699,129.727314027,132.419676108,132.148609877,128.992823648,124.960416243,135.491666248,120.170602544,130.292361392,124.955555248,140.285416804,122.885417032,127.440509484,130.559027084,137.760878966,127.072453626,128.610416343,132.373147705,123.548379766,126.362499698,127.654629649,140.699074369,125.74282394,133.036342838,131.142361281,135.384489695,119.378240946,127.379629336,131.688889043,128.896296268,132.774768681,125.409490697,135.4101853,118.533333969,129.579629638,128.302546342,136.0666654,123.759027947,122.243286853,124.349073834,118.379861895,128.066898351,120.14120343,133.98101831,118.804629707,124.356018379,126.826620118,132.359490326,130.719675456,121.808101845,132.300925536,120.565741396,123.659027619,120.134259298,135.811573511,118.862269349,127.921758874,130.355323193,132.238656145,124.215972286,123.517129559,134.260414913,122.637268617,128.840740437,122.906712421,133.051388566,115.363889827,128.537731912,130.413426108,135.50115589,130.729628187,120.017129543,131.009721194,120.688889265,128.966435236,124.875694349,139.386806085,119.640740797,124.526156871,126.405092737,137.099305259,122.289352269,125.016203859,128.415972249,121.883333831,123.898147599,122.836111063,138.711342181,124.058564732,130.088888396,131.674999846,136.443748877,120.76967614,126.36458337,133.568980148,125.702777693,133.650231218,123.665277465,131.79282412
142.288425615,132.716665994,137.886343092,133.793519264,145.81597201,130.003934892,133.494907278,135.415508901,133.777545055,130.499305153,129.341435623,139.255092091,126.362037182,135.831249857,126.368518543,136.786342033,120.117361593,129.852545436,132.400000217,132.064119169,129.010879172,124.879166354,135.462962548,120.2173618,130.319907686,124.934259107,140.002777963,122.474305805,127.186342817,130.371526978,137.60231408,126.647453663,128.689119948,132.240277195,123.585648367,126.128240405,127.780324252,140.680092859,125.843749793,133.192129771,131.109953902,135.259721141,118.842824459,127.625925652,131.832639011,128.913657448,132.324537192,125.256944312,135.275694423,118.148148765,129.437268607,128.174768501,136.128933885,123.381713141,122.060648023,124.117129474,118.487963708,128.049074279,120.039351553,134.005323945,117.889583577,124.508101707,126.852546077,132.466434691,130.480092149,121.539120298,132.195832931,119.812037749,123.607175689,120.184953833,135.529166121,118.514584123,127.903471851,130.316665803,131.73379506,123.781944476,123.229398065,134.001618581,121.644907485,128.824305185,122.80370317,132.800231176,115.30717686,128.221991226,130.445138921,135.09999849,130.122220845,119.977314748,130.75462869,120.632639297,128.584490665,124.866203531,139.278009748,119.961111291,124.381712537,126.414583471,136.716897901,122.128935533,125.055324199,128.231250122,121.757176309,123.780555084,122.708796236,138.637036647,123.885648145,130.098379093,131.527083068,136.543054443,120.278703886,126.587268506,133.543054247,125.539583121,133.556712659,123.761573781,131.834490866
142.168055322,132.566666179,137.794213645,133.553935798,145.860184897,129.891435035,133.395601691,135.344675636,133.796063699,130.528471814,129.23402826,139.118286355,125.997453817,135.889351983,126.307638926,136.692129305,120.029398685,129.828934325,132.284722074,132.047915369,128.985647827,124.814351352,135.446758948,120.234491433,130.090972604,124.899073972,139.787037134,121.719213099,126.988194582,130.220138105,137.380786249,126.259490734,128.775693973,132.115740167,123.692129803,125.919212617,127.850694381,140.7143523,125.980323977,133.306018798,131.109259494,135.184258074,118.379629856,127.825231319,131.913657406,128.838888878,131.850926002,125.16898134,135.121527931,117.853935936,129.306481504,128.285416842,136.281711737,123.077315129,122.059722217,124.018749825,118.637269327,127.687731647,119.986342303,134.021527497,116.456713258,124.578240532,126.892592298,132.547221873,129.890277221,121.409027841,132.017129363,119.13009323,123.498610841,120.257639016,135.367129098,118.202084117,127.971527322,130.299073278,131.395832184,123.37314815,123.080324035,133.884489065,120.979166826,128.799305116,122.734258737,132.462268374,115.320371326,127.974306001,130.426620616,134.756711451,129.474998649,119.968981451,130.65555475,120.501852184,128.005555413,124.8636573,139.215046793,120.228703917,124.201388613,126.442129819,136.369675499,122.015278202,125.078009526,128.134259399,121.686805985,123.735184733,122.583564647,138.671064414,123.762268496,130.020369768,131.498147949,136.578471046,119.650231483,126.670138815,133.543980281,125.420139027,133.39097209,123.798147821,131.909027857
142.084028223,132.36134225,137.771991359,133.427315124,145.954861016,129.856481457,133.398379967,135.264351887,133.715508954,130.347916312,129.105787065,138.982407347,125.841203494,135.932638396,126.328240575,136.669906791,120.061111418,129.77314815,132.229629776,132.00671214,128.970138852,124.767823855,135.543981059,120.212037351,129.872916789,124.916434961,139.651851988,121.166666751,126.859027619,130.161573384,137.278934325,126.10416664,128.822222206,132.087500042,123.708796549,125.743750026,127.828009457,140.775926595,126.123610936,133.352546581,131.177083784,135.147915718,118.055092716,127.982638534,131.959722492,128.719213157,131.515046628,125.141203456,135.10162033,117.663658036,129.17291663,128.360185162,136.47314718,122.852315007,121.98935159,123.996064976,118.687037574,127.307175827,120.020601474,134.035184919,115.55856497,124.618750196,126.906481716,132.614120203,129.450000026,121.329860973,131.955323956,118.700463592,123.421296056,120.244212834,135.238194349,118.020371029,128.129861164,130.32152738,131.313888354,123.07500009,122.969676055,133.849767717,120.810648182,128.771990368,122.683796008,132.129398139,115.408797068,127.879166847,130.362963088,134.56365669,129.068517791,119.916666566,130.607638417,120.442824109,127.458333296,124.859953642,139.151157872,120.329861233,124.033796326,126.486805921,136.215046093,122.01412051,125.080555603,128.123148044,121.618981467,123.690277322,122.490740564,138.736111122,123.635648304,129.916203525,131.530092616,136.583795357,119.1664353,126.655555471,133.561110836,125.196064732,133.336342314,123.840277412,132.122684998
141.845370669,131.966897525,137.649074448,133.180325105,145.911110851,129.617129199,133.067592531,134.674536795,133.776851426,130.007638725,128.756712808,138.701619853,126.086805375,135.228703292,126.113888921,136.670833302,119.841204182,129.607407305,131.925926166,131.88911944,128.838194079,124.612499878,135.32546249,120.395833614,130.094675991,124.860879527,139.451851659,120.973842669,126.525000482,129.473842213,137.187036212,125.518981467,128.736805296,132.051620399,123.87638899,125.331713062,127.460648229,140.799537028,126.088888396,132.941898288,129.856481563,134.931248766,117.702083561,128.079397657,131.860879405,128.715277608,130.780323866,124.92037025,134.851157575,117.525694958,128.648147943,126.715972545,136.48402711,122.150926214,121.742360746,123.808101919,118.856250217,126.595601686,120.30023125,133.70648071,115.475925997,124.408796072,126.709953764,132.695833095,129.017592165,120.905786917,131.427546348,118.55347271,123.096296337,120.312731192,134.973147811,117.677083725,128.054861143,130.187962744,131.721064218,122.371527847,122.754629442,133.441203107,120.666898224,128.523147827,122.353472312,131.591203451,115.356945176,127.687268103,129.866203626,134.630786875,128.747452943,119.617592462,130.478704076,120.349537447,126.490046173,125.083796008,138.786112218,119.976620547,123.848148166,125.410648701,136.325462617,121.783564944,125.115277894,127.985879442,121.498842801,123.393518051,122.252546077,139.035184834,123.42916681,129.589814817,131.114583317,136.233564626,118.394676034,126.701388831,132.54259181,124.978009197,133.019675265,123.944444603,132.452546215
141.775462749,131.835184256,137.58796338,133.19282492,145.837037086,129.681712537,133.269907369,134.566666137,133.790045309,129.758101617,128.680323945,138.575461605,126.050231398,135.058795251,126.096759431,136.674537341,119.878935745,129.520601135,131.920833476,131.898378219,128.824536525,124.671758996,135.21573996,120.100695033,130.199305704,124.835416677,139.550462945,120.907639175,126.44259323,129.462731229,137.290971597,125.484953589,128.764351829,132.067592197,123.820601771,125.250462781,127.242592753,140.844213173,126.207638942,132.750926299,129.930092276,134.982174916,117.587037214,127.915508392,131.849999348,128.717129559,130.665740257,124.915046136,134.801852041,117.496991709,128.605786922,126.736574231,136.51643423,121.983796798,121.528009288,123.764120033,118.989120833,126.253703494,120.341435088,133.656249232,115.583565113,124.227546046,126.668749947,132.351156796,128.791434595,120.811342669,131.335647763,118.458102682,122.988657527,120.309259176,134.900230832,117.63888926,128.150462749,130.0666662,131.870600637,122.141898229,122.736805635,133.381480291,120.648148288,128.520370075,122.28263909,131.266897641,115.442593447,127.728471857,129.770370595,134.624536053,128.767128621,119.553703737,130.35694419,120.552546925,126.182869996,125.071990395,138.720371713,119.713889085,123.702777725,125.456481897,136.447221608,121.919907808,125.141898012,127.928240559,121.357407755,123.302546035,122.264814605,139.111342817,123.378935417,129.329397901,131.092361042,136.136341582,118.020139223,126.645138317,132.539119456,124.845833355,132.955786059,123.930555556,132.467361455
141.727083148,131.899304565,137.506944746,133.285880438,145.675462818,129.927545749,133.550231303,134.567592319,133.862036159,129.817360878,128.769907284,138.571526501,126.316203573,134.967591704,126.082870536,136.69953733,119.872454166,129.472916052,131.97430545,132.164350404,128.985416089,124.737268289,135.077082623,120.179630242,130.323148314,124.834259288,139.671990739,120.920602258,126.380093235,129.530323786,137.384490066,125.421759113,128.706250095,132.076156976,123.813425864,125.199999751,127.069213072,140.927546522,126.291435077,132.609953954,130.009721873,135.108332242,117.482176113,127.758563842,131.914582655,128.917592441,130.575925504,124.925925806,134.746527942,117.569213957,128.746064711,126.943287304,136.496526798,121.833102433,121.394444497,123.680555291,119.203704283,125.948842435,120.474768453,133.554165941,115.755092865,124.034027598,126.691897943,132.154397657,128.481943984,120.744444529,131.196990405,118.365047105,122.889120425,120.411111169,134.872684601,117.68032456,128.20972192,129.947221692,132.01087842,121.947685194,122.765046406,133.320832284,120.712037187,128.508101649,122.254861334,131.13981444,115.478704516,127.850694079,129.743287203,134.625693523,128.771063889,119.532638921,130.340740453,120.815046814,126.05231434,125.136342261,138.660880894,119.439352067,123.622685109,125.562500376,136.609258774,122.11967633,125.336805312,128.055092525,121.362963422,123.160879342,122.279166402,139.221759409,123.380555884,129.118981398,131.150231451,135.983332443,117.656944773,126.614351288,132.53634171,124.853009431,132.808100711,123.959027799,132.601157676
141.813657326,132.032637919,137.478472535,133.477547089,145.509490564,130.213656802,133.77870361,134.660879358,133.999536032,129.965508816,128.981481361,138.547915342,127.440972111,134.958563895,126.156713078,136.787037192,119.848148547,129.59953653,132.061574152,132.643748559,129.331017939,124.83472192,134.924536339,121.006019121,130.431713078,124.827083376,139.703703716,120.960417048,126.397917196,129.709490432,137.522452905,125.499305317,128.510879787,132.017129204,123.887037049,125.188425657,126.909259388,140.989120563,126.383564684,132.665972524,129.987731128,135.264582327,117.544444614,127.695369344,132.080323362,129.190277523,130.549999587,124.911805338,134.732639032,117.643056546,128.931481367,127.074305921,136.527313858,121.680556117,121.264120515,123.474768284,119.471528249,125.800925742,120.794212898,133.469443756,116.063657686,123.91828689,126.657870097,132.493749497,128.09606435,120.677546369,131.100925382,118.297686068,122.790046369,120.567592669,134.713193851,117.856018999,128.180786673,129.804860655,132.21273036,121.873842647,122.901851945,133.180323013,121.044907496,128.479860936,122.303472408,131.321295913,115.632176728,128.159953361,129.799537267,134.650230593,128.727545383,119.614351908,130.38425898,121.206250514,126.172221857,125.361805227,138.671991979,119.182176108,123.663425816,125.695602274,136.823842197,122.276389329,125.648842372,128.337268474,121.491435618,123.011110873,122.356944296,139.308333556,123.39814851,129.058101686,131.335185258,135.881249152,117.559954007,126.638656839,132.509489849,124.765509372,132.657637718,123.996296432,132.999074353
141.92847219,132.162730535,137.548148653,133.681250525,145.526851347,130.510184373,134.004629601,134.876620176,133.948147032,130.23703661,129.076620118,138.540508016,129.277314583,135.047453017,126.241203679,136.908333566,119.818287627,129.784490214,132.21111083,133.129396746,129.547453229,124.942360767,134.96712904,122.194907792,130.448611408,124.867361212,139.713425917,120.949768861,126.498611736,129.882869975,137.715740575,125.730786901,128.256481584,131.916203398,123.926388852,125.254166476,126.841203811,140.905324247,126.443286943,132.930787304,129.925462839,135.384952842,117.704166762,127.762730424,132.205786281,129.417823993,130.661110581,124.954166471,134.771759372,117.737732368,129.160184834,127.143981658,136.55046205,121.640741301,121.175000042,123.281944243,119.695370886,125.949768358,120.923379384,133.440276734,116.652314976,123.957870171,126.618286594,133.172684754,127.801851495,120.668055439,131.128703456,118.32939895,122.796990686,120.690509023,134.555555179,118.158102481,128.248842266,129.772453192,132.442822933,121.92152791,122.946759356,133.111804395,121.575231663,128.426388756,122.371065013,131.802777667,115.918750932,128.476388264,129.850926648,134.622221322,128.664119424,119.738425997,130.625231261,121.542593124,126.512499926,125.406018178,138.711575582,119.159490951,123.797222047,125.837731923,137.168286657,122.477778154,125.950925896,128.667592292,121.729167016,122.951157353,122.458101723,139.373379517,123.319213284,129.152083381,131.565740755,135.918517696,117.659028186,126.737036387,132.557406463,124.588657416,132.601387893,124.085648473,133.603703981
