"max Pts","minPts"
142.646990527,74.6511574904
142.298379225,74.3629631599
142.49629594,74.6608798583
142.606249799,75.0673611217
142.775462845,74.7754631413
142.190046104,74.3675928407
142.425694227,74.4796299193
142.616666396,74.3231481446
142.603009039,74.1055557701
142.30231461,74.2476854775
142.476851559,74.3886578004
142.480555534,74.4194444444
142.565972079,74.2863427321
141.968286451,73.909259322
141.945601559,74.0895835638
142.160879638,74.2962962601
142.007638698,74.3634259754
141.930555063,74.1273149755
141.718981218,74.295601964
142.051157183,74.8166668548
142.127314647,74.625462993
141.790971931,74.1004631148
141.706712447,73.8979168415
141.840046173,74.1905092637
141.788888693,74.3423612224
141.453934987,74.3423611561
141.424536647,74.3328706291
141.647222069,74.3305555556
141.501388693,74.6263889339
140.964351739,74.4106484095
140.825926012,74.4921298265
140.962268427,74.521296321
140.92129622,74.508333479
140.778935231,74.2925929017
140.654398065,74.4358800173
140.810185247,74.8000000344
140.733796395,74.8511575354
140.585648224,74.2604170137
140.512731568,74.0756946935
140.83217571,74.2886574798
140.727314806,74.5895834049
140.567130036,74.4300928487
140.468750318,74.4203705841
140.522916534,74.6046298186
140.507176007,74.6962963661
139.495370542,74.0731483301
139.274305534,74.0532411708
139.454166365,74.1902779235
139.341666338,74.1331019905
139.225463385,74.0828706741
139.225231663,73.9412040472
139.413425589,74.2407408158
139.181712606,74.1479168468
139.100926314,73.9923614846
139.011805534,74.0277781592
139.389583249,74.4104168071
138.985879283,74.1983796967
138.875926341,73.9868058364
138.466666921,73.8988428964
138.82037024,73.9932871607
138.8372683,74.0287038432
138.158102391,73.6645834022
138.04398161,73.5567132499
138.136574146,73.7122685088
137.980323903,73.8483797259
137.718750445,73.7509260443
137.732639143,73.7305557701
137.818286954,73.8361111455
137.827314557,74.0567129506
137.545370764,73.7361111853
137.618981738,73.6817130354
137.957638894,73.7224537823
137.807406902,73.8898146921
137.520602163,73.6412037214
137.62962957,73.8009261025
137.723379554,73.9016204198
137.640972397,74.1099536737
137.551621458,73.7032408317
137.547918256,73.8078705602
137.838194614,73.7013889392
137.833102274,73.8733798212
137.724769629,73.7108796332
137.69537185,74.0381947094
137.96296311,74.2571761423
138.015972715,74.212731666
137.867593882,73.7347221878
137.937501457,73.8013891538
138.045601898,73.8467594253
137.979630084,74.0386575752
138.086806499,73.9585648643
137.892130756,74.0967594597
138.173148129,74.2930557172
138.183333593,74.3312500159
138.089352269,74.07175951
137.888195107,74.2138890876
138.153934993,74.3365740988
138.16759288,74.4592593564
138.130787441,74.0773150762
138.009260029,74.3145835638
138.34027747,74.4027777619
138.22986145,74.6164352655
138.059028334,74.2810187181
138.124769375,74.3354167965
138.312036652,74.4652777751
138.196065272,74.6726852073
138.176389281,74.2937502199
138.404861095,74.4168982665
138.426388613,74.5511574242
138.655786965,74.4430555847
138.203241327,74.0615742577
138.207408047,74.1990742127
138.428472169,74.289583381
138.401157475,74.3914351808
138.487732077,74.1743057039
138.350926383,74.1631944312
138.643287463,74.3456018554
138.462268559,74.4055556032
138.291898833,74.2011575646
138.311112065,74.2791667408
138.728935099,74.483101813
138.611111079,74.5462962442
138.480787346,74.1840279155
138.344907787,74.2659722805
138.714583042,74.3101851384
138.795832968,74.5115740617
138.874075413,74.4606480545
138.825695011,74.5175927083
138.887732278,74.4752313402
139.387036541,74.7034722434
139.129398187,74.4685184797
139.314814848,74.7384259197
139.68958336,74.8703701682
140.089119969,74.9962963343
139.897222175,74.8622684956
140.182175801,74.7937502623
140.377083068,75.0048609098
141.143980959,75.1081018501
141.330555455,74.6608794212
141.120601659,74.5444445345
140.706480953,74.8006943332
141.321296162,75.0011574957
141.210416746,74.7877314885
141.510647827,74.7736111297
141.482176023,75.0405092557
141.924999581,75.1439814912
141.963888709,75.0050925387
142.172221465,75.0844908741
142.79814788,75.2756944577
143.146064483,75.2268518527
143.041897911,74.9525461806
143.242592133,75.0252316236
143.448147954,75.2182869752
143.689351357,75.3629629824
143.713193872,75.1231479857
143.884027142,75.1328702158
144.014351824,75.4178240458
144.64398133,75.4106480519
144.383795881,75.1483796676
144.65277764,75.0078699774
144.585416449,75.1946759303
145.039582994,75.0030090597
144.939351363,75.0527776586
145.243749735,74.8187497775
145.543981298,75.1807871156
145.423147922,74.9717591948
144.995369636,74.9303240458
145.198379395,74.9085645199
145.70856425,75.4398148245
146.15532367,75.2682868984
145.974768019,75.2835647848
146.248147954,75.2879627731
146.463425721,75.5219908423
146.559490516,75.5162036949
145.754629379,75.1469904264
146.199537182,75.0942127546
146.605555487,75.1974536763
146.844444137,75.1356482294
146.578009383,75.0675924328
146.837037388,75.005786811
147.383333169,75.4055555423
147.603240543,75.5555555185
147.247685152,75.2409721507
147.342824279,75.4111109416
147.438657284,75.5754629718
147.661805566,75.5666667408
148.062499947,75.2111110157
148.271759001,75.2303238551
148.053472053,75.4685185062
148.1344904,75.6159722593
147.693981293,75.5627312554
147.891666598,75.6039349291
148.20949066,75.5932869169
148.679629474,75.7331018951
148.466203695,75.5053240405
148.484722196,75.6293981155
148.838657204,75.8013888386
148.808796273,75.8497685936
148.503240633,75.5097222858
148.549768437,75.6143519296
148.842824221,75.7428241412
149.294444439,75.9381944127
149.478240617,75.7826388942
149.807638783,75.6773148219
149.629629511,76.0414351596
149.601620017,75.96851853
148.933795961,75.788194365
149.274073818,75.6395834923
149.656018411,75.8449073844
149.870370314,75.8472223388
149.315971825,75.7981479804
149.549536668,75.7958330128
149.836111074,75.9467592239
149.777777439,76.0340278334
149.514583042,75.82314793
149.962268395,75.8071761847
150.163657104,76.047453626
150.634721846,76.1863426579
150.585185014,75.8858794159
150.521758996,75.9680557648
150.599768337,75.988425978
150.778934913,76.0437500079
150.221064578,75.7118053701
150.263656733,75.6034722222
150.512500079,75.8986110316
150.993055524,75.8638889525
150.637268437,75.5527776586
150.815740707,75.6916666932
151.159259176,75.7502313243
151.2199074,75.8692129612
150.607638693,75.5891204119
150.685648012,75.5979165872
150.979860968,75.9111110793
151.234490718,75.9090277195
150.985416873,75.5428237491
151.34930563,75.5502315627
151.33634252,75.6641203509
151.397453462,75.6956019031
150.687037055,75.34050902
150.874537097,75.3780093511
151.002777841,75.4752314885
151.515740575,75.4918982612
151.22337985,75.4814813428
151.071296247,75.4789350881
151.252314647,75.5527777672
151.448148176,75.594444561
151.194907353,75.4240738736
151.259027772,75.4324073235
151.309490421,75.7189814832
151.620833031,75.5895833969
151.92499983,75.5733795113
151.971990607,75.5585648563
151.582407384,75.7976851516
151.494444211,75.8300927003
150.955323723,75.7270830446
151.112731282,75.7645832698
151.245601728,75.7534721375
151.441203462,75.8520832565
151.087962797,75.747685096
151.440740426,75.9789351993
151.878472132,76.3152777937
151.903934903,76.4043981287
151.400693968,76.0509258376
151.682406992,75.9999998993
151.676851665,76.1578703403
151.903703562,76.3701389525
151.766434728,75.9942128181
152.067360788,76.1555556403
151.980786991,76.1923611932
152.153703403,76.3645833916
151.676157453,75.9280093511
151.815046538,75.9641201814
151.751620203,76.0460648007
151.904166598,76.0173610661
151.396296379,76.0034724077
151.678009399,76.0388888783
152.140740607,76.3173612542
152.012268591,76.1907406913
151.776388799,75.9636576335
152.297685268,76.0738425944
152.521759192,76.3439815733
152.492592515,76.4416666243
152.389583291,76.1858797232
152.287731112,76.1053240352
151.992592414,76.0752315998
152.128935125,76.1907407734
151.755555699,75.7430556032
151.992592711,75.9212962733
152.006249989,75.9902777778
152.117361037,76.1622684399
151.839583243,76.0050925414
152.045833355,75.9622683684
152.598610984,75.9777777036
152.740046051,76.1245369646
152.246296496,75.9770832962
152.102777688,76.1164350775
152.299768501,76.1891202662
152.328009261,76.2766203668
152.15648151,75.9685184717
152.585416773,76.0275462363
152.469907427,76.2951388306
152.810647933,76.3988424884
152.26990766,76.0981481287
152.430555534,76.2493055662
152.407638666,76.2493055397
153.012962882,76.2129629585
152.793287362,76.094907395
152.994213019,76.0909722593
153.111573913,76.3770833227
153.145601665,76.3564814356
152.535879538,76.1465278149
152.569212744,76.09953706
152.639120208,76.453935247
152.853703621,76.3995370494
152.926157453,76.1648149702
153.267592473,76.2118057887
152.882407342,76.3701388624
152.948842181,76.2877315601
152.708564488,76.0497686068
152.926620118,76.0629630433
152.812268448,76.3004629029
152.964351394,76.2925926208
152.460647864,76.1780093829
152.757407252,76.3726852205
153.12800925,76.5178240061
153.084722053,76.6252315256
152.790045966,76.3171297259
153.091435194,76.4460648961
153.244907475,76.5935185221
153.260879427,76.656249947
153.046759081,76.3775463846
152.971064695,76.4715279526
152.851157353,76.5807870229
152.877314806,76.753703679
151.764120049,76.30324089
152.006944169,76.3928242392
152.204860952,76.3905092451
152.509027513,76.5622685697
152.201157358,76.5206020355
152.530786859,76.5263891485
152.933564636,76.8247685062
153.159722339,76.7363426261
152.867823797,76.6601853636
152.747453584,76.6631946723
152.719907252,77.0601851781
152.699305328,76.9500000636
152.406712792,76.8115740299
152.676157443,76.7009259939
152.649536811,76.8974536843
153.018055317,76.9796297338
152.403934823,76.9805554072
152.318286943,77.0370369408
152.313194164,77.2356480704
152.806249613,77.2173610475
152.466435273,77.1634257687
152.326851691,77.1666665501
152.57546268,77.3842591736
152.868749603,77.3562498834
152.331712861,77.1828703509
152.177083249,77.320370298
152.340509144,77.3939814938
152.622916455,77.3932869646
152.390740585,77.0842591233
151.989814742,77.1483796226
151.870601765,77.3375
152.04050888,77.5125000053
151.572453494,77.1986111376
151.333796141,77.1840277619
151.179629363,77.2618055794
151.454397896,77.4159722487
151.42800889,77.4416666534
151.83726849,77.6006946723
151.7071757,78.0509260337
151.257638762,77.8986111959
150.858564568,77.9219908714
150.982638825,77.8951391273
150.931249746,78.1481482797
150.91898134,78.0523149305
150.915972,77.6849537479
151.289351522,77.8657406251
151.13240722,77.8944444842
150.903240644,78.0391204543
150.494213205,77.6456020567
150.587036827,77.6881945186
150.242129358,77.9555556509
150.401388703,78.0532407416
150.10717605,77.7518520514
150.314120351,77.7405093405
150.560879273,78.1157408449
150.393749836,78.2391205019
150.037731356,78.1247686174
150.081018612,78.2777779076
150.022453605,78.5050926659
149.765509107,78.6333334261
149.649305656,78.4611110846
149.758564636,78.4196758906
149.85810202,78.0064814515
149.787036896,78.1395834261
148.809027608,77.69375
148.550925896,78.0185185168
148.418749836,78.3414353079
148.8087963,78.6069444948
148.712037086,78.264351919
148.820601601,78.2444443597
148.822685003,78.4847223414
148.85115713,78.4618056377
148.6564816,78.3349537717
148.534259245,78.3083333201
148.333101919,78.2270833678
148.390971926,78.336805582
148.424305487,78.4254629003
148.456712898,78.5988427321
148.375462935,78.3726852046
148.455324131,78.3062501987
147.99699023,77.8212963343
148.207175636,77.9548613495
148.098148139,78.0296296279
148.296759192,77.9891204119
148.133564435,77.735185247
148.070601463,77.9266204622
148.294907252,78.3682870759
148.42499982,78.5000000821
148.201620091,78.2826388677
148.3270831,78.3157407125
148.643518268,78.3064816369
148.597685125,78.1337964349
148.302314515,78.0759258323
148.392823919,78.2354166455
148.500925779,78.1851853371
148.520833153,78.5391203165
147.877314345,78.1872686651
147.919906351,78.2685185538
147.996990723,78.1844906727
148.295138582,78.3212963131
148.071295929,78.1187500848
148.205786218,78.2518519137
148.439583259,78.7981481446
148.444906924,78.7800925573
148.228240214,78.1717593352
148.107869456,77.9895833704
148.385416709,78.3736111191
148.370370134,78.8217591974
148.103703382,78.695138918
148.23726742,78.4465279076
148.344212903,78.3548610555
148.4694441,78.5592593431
147.932175695,78.1398149676
147.902545495,78.0516205125
148.090046459,77.9166667117
148.28194437,78.2546297338
148.089582486,78.3011574639
147.939583074,78.3949075752
148.373610825,78.3888889313
148.571990554,78.3666667779
148.148842314,78.0212964906
148.079397504,77.9937500185
148.359259065,78.3293982267
148.496759023,78.7296296358
148.283564711,78.7594908608
148.342128902,78.8219909165
148.372916529,78.4472223282
148.576157125,78.4534722222
148.006481494,78.1076390955
148.099999449,78.3363426473
148.137268395,78.8768519587
148.368518533,79.0706019931
148.233333392,78.9847225269
148.184259473,78.9988428222
148.459259081,79.2212964826
148.490277804,78.9250000742
148.196296088,78.5847224447
148.262036869,78.6696760946
148.601388809,78.8391204807
148.626388698,78.6189816819
148.42638908,78.8458336247
148.253471989,78.983796525
148.451851887,78.8386575434
148.457407294,78.7780094094
148.234721841,78.5708335347
148.215972312,78.8013890558
148.497685157,78.9231483274
148.467361275,79.2256946007
148.497223096,79.0692131069
148.595602083,79.359722503
148.919444561,79.6787038379
148.872685295,79.6506946643
148.719908089,79.3157408396
148.731481997,79.3136574692
148.840740601,79.5532408529
148.998379702,79.6400464349
148.885185491,79.2310187684
148.847685862,79.2891205205
149.351388984,79.3796298027
149.504398272,79.5870371951
149.578703902,79.0865741624
149.497917313,78.9555558867
149.87893504,79.0377316184
149.856250048,79.1016204649
149.952083916,78.9671298186
150.133565304,78.9564816899
150.321990797,79.323379808
150.468055497,79.2057872295
150.435880189,79.1287039704
150.452083837,79.1395836512
150.772685125,79.3868056721
150.851620271,79.358333434
150.893056191,79.0988427374
150.7372692,79.0500002914
151.075694598,79.2326389286
151.081250106,78.9513890399
151.327546755,78.4125003894
151.315509706,78.6113429175
151.355786875,78.8087964376
151.556712935,78.8879631625
151.569213258,78.6652781778
151.771065246,78.6319447915
151.848379347,78.8071760601
151.935184956,78.6446761105
151.78842615,78.4030096345
151.933102141,78.3703707112
152.056018284,78.7002315945
151.904629517,78.7307871819
151.924768904,78.8057871819
151.867593066,78.8571760707
152.326851543,78.9034723441
152.359953515,79.0951389286
152.10486163,78.723379763
152.012500705,78.6331019984
152.328471761,78.9060186174
152.280555391,78.8821760151
152.211111355,78.7293983539
152.517593119,78.6976854192
152.749767982,79.1668982373
152.897684987,79.1699075275
152.756250021,78.9231483089
152.741667207,78.622685504
152.960647525,78.8532409244
153.082407194,78.8631947226
152.680092557,78.8902780718
152.698379999,78.9680556986
153.049536403,79.1523150444
153.131944095,78.7928242207
152.726388974,78.1449075911
152.805555842,78.1164353742
153.187267865,78.3101852708
153.11134207,78.4870370997
153.17476831,78.4185187684
153.099999958,78.587268628
153.434258599,78.5564815892
153.482175403,78.5263889843
153.347684987,78.520602062
153.393518564,78.4104167541
153.525462267,78.5789353662
153.663193957,78.8206019878
153.390740416,78.4793985526
153.408101861,78.4435187181
153.656944031,78.7006947252
153.470832751,78.5409723467
152.853703594,78.1543983777
152.975463359,78.1062504345
153.190740554,78.365972503
152.991666603,78.367824218
152.861574152,77.7530096663
152.628241062,77.5953705655
153.20069419,78.3337964588
153.194444254,78.3039353424
153.153472413,78.1814817429
153.080787431,78.135417064
153.429629315,78.374305847
153.261111005,78.4641205364
153.244444413,78.2546299722
153.231018798,78.2780098067
153.305555238,78.4363429228
153.225925583,78.1287039386
152.760185056,77.7972225348
152.853009674,77.7321761052
152.910185231,77.9175928911
152.948147959,77.6506946617
152.72245334,77.6043983195
152.892824501,77.5229169342
153.201157231,77.8057871474
153.199305402,77.6458335506
153.002314456,77.82245383
153.084028249,77.8236113999
153.10787015,78.1550928222
153.256944328,78.0388890849
152.887731308,77.8368056138
153.063426161,77.7319448789
153.393750127,78.0354168998
153.310647795,77.8238426818
152.444676161,77.4983797868
152.642129866,77.3592595895
152.712036747,77.6043982188
152.723147742,77.5694447226
152.321527841,77.2317131864
152.301620669,77.1266205841
152.543981213,77.8645834552
152.706018178,77.6164354006
152.525926076,77.5935188611
152.637963327,77.2782410807
152.677546083,77.6046297815
152.776388481,77.4340278943
152.323842605,77.1736114661
152.482176251,77.3280096107
152.524536732,77.5736112197
152.76087923,77.5710649331
151.956944333,76.9298613654
151.913657898,76.8331021256
152.091203425,77.2606483354
151.971064557,77.1694445981
151.930324184,77.1585651345
151.956250821,77.164120637
152.191666497,77.4451390319
152.283101432,77.3539352576
151.924537145,77.3252316634
151.850694942,77.26458354
152.156944031,77.5333333916
152.19791619,77.4504631466
151.764120452,77.365972556
151.794907835,77.2722224024
152.110879241,77.4983798133
151.983332994,77.6291667885
151.419213645,76.9951390478
151.383565156,76.924074316
151.514351866,77.0974538697
151.316898325,77.3840279738
151.364815331,77.2370371713
151.124306112,77.3606483724
151.677314822,77.5131945319
151.456481383,77.5800926632
151.61157448,77.5164353477
151.416898627,77.4101853424
151.853935284,77.814352009
151.564814398,77.8717593988
151.236343278,77.5437502623
151.465741258,77.6018520938
151.598148272,77.6835650576
151.695833302,77.393981523
150.871296623,77.0981483009
150.850232241,77.1513890584
150.975462654,77.3032409244
150.984722116,77.3576390637
150.637268586,77.1391205973
150.733334107,77.360648383
150.905555169,77.8171296199
150.903703663,77.4148149411
150.610879729,77.1854168336
150.747917498,77.0155094067
151.108333026,77.3895834022
151.120138841,77.2409722832
150.613426198,77.2861111879
150.691204378,77.2060187658
150.639351696,77.4094908502
150.983796374,77.341435292
150.203241248,76.8578704013
150.147916804,76.7782407867
150.287963094,76.8969909085
150.239583217,76.919213091
150.158797137,76.9131945637
149.913426187,76.8689816184
150.32800934,77.2212964482
150.253240697,77.2298612621
149.996065113,76.9712965171
149.892361217,76.9655093378
150.178703774,77.291435345
150.501851734,77.2442131281
150.187500281,77.2969908767
150.148842912,77.4354168865
150.140740818,77.336111331
150.040046332,77.4261577474
149.732638884,76.8928241783
149.378703753,76.8553242313
149.584953753,76.8986111826
149.369444429,76.964120486
149.459027778,76.9231484016
149.300231049,77.1296297868
149.809259298,77.3143520037
149.465509213,77.122916717
149.240740548,76.8826390399
149.287962951,76.7472223785
149.598379665,77.0245371262
149.422222296,77.2564816316
148.999305635,77.2752315627
148.802083068,77.5018520885
149.385648325,77.7023150179
149.163657427,77.5229168601
148.302314462,77.0331019746
148.077546098,76.8192129983
148.337500122,76.9525464614
148.043518437,76.8745372163
148.168981504,76.8837963343
148.167129416,76.862731515
148.529166592,76.9638890637
148.41944454,76.6844909059
148.216666412,76.7694444921
148.108564573,76.8155092292
148.546990702,77.3451390876
148.424305264,77.0416667223
148.031249497,77.181944508
147.779628971,77.1476854059
148.265972137,77.3261576388
148.091203573,76.9587965462
146.953703181,76.3842593378
146.876388523,76.4812502676
147.09351831,76.9050927268
147.057869969,76.5046298663
146.642360534,76.6287039624
146.493055126,76.4502317376
146.80439797,77.0270835453
146.728471878,76.782870449
146.412036546,76.8319445663
146.649999518,76.6824076441
146.974768278,77.0229169183
146.750694174,76.8388889684
146.500462659,76.7224539121
146.152545468,76.6368058417
146.450694105,77.0474539704
146.499073712,76.9425928699
145.428008869,76.2196758721
145.111804909,76.3081019349
145.294212723,76.4724539889
145.263194079,76.44629657
145.011805667,76.3002314303
144.818286445,76.2520832327
145.04027746,76.6460650629
144.928471767,76.5381947809
144.737731303,76.567361074
144.390045797,76.4090277566
144.966897694,76.7812501934
144.740971767,76.7956020302
144.325925583,76.5525464217
144.082406945,76.5969907549
144.143055047,76.6951391379
144.141203234,76.8770835823
143.197222318,76.2284724341
143.0949073,76.3881945345
143.134721835,76.5349539147
143.129860873,76.4780094173
142.906018739,76.3745373037
142.61412034,76.21597236
143.0020831,76.5155094783
142.774768405,76.6229168786
142.491898113,76.3675927374
142.274305656,76.4104168283
142.568749672,76.7152778016
142.533795977,76.6351853927
142.024768549,76.579629763
142.079861175,76.5032408476
142.104860857,76.8560186783
141.997453594,76.91620383
140.643055508,76.2381946352
140.799768183,76.0858797762
140.625231255,76.3099538724
140.726620107,76.3138890796
140.303008938,76.3456019137
140.69907376,76.4013889604
140.812268051,76.6729167938
140.762499571,76.586805688
140.203934828,76.3185187684
140.461805243,76.3273152086
140.296527359,76.7738427851
140.29143476,76.5208336009
139.756712495,76.2562502596
140.212036652,76.4039354404
140.260184707,76.711574271
140.261110714,76.9388892253
140.244212564,76.251389122
139.943981022,76.396296419
140.079166222,76.595370388
139.840971957,76.4701389101
139.325693962,76.7465277884
139.167592033,76.5914352841
139.426388449,76.8988427851
139.522916566,76.8189817296
139.170601394,76.7277778414
139.183564313,76.8000001748
139.021064154,77.0953704887
138.973147901,76.7317130168
138.367360602,76.455787317
138.46388837,76.4599538141
138.44305519,76.5622686439
138.353934828,76.7245372375
138.504860343,76.4076389233
138.373147885,76.2708333996
138.808101373,76.5872687154
138.547453541,76.7743056986
138.630323352,76.7879632314
138.359490808,76.7516208914
138.707175329,77.1064815919
138.526388905,76.7641204569
138.462267579,76.4942132288
138.370833079,76.5171297524
138.819907051,76.8724537743
138.716666423,76.6733796676
138.273147615,76.5805558681
138.193055174,76.5888890134
138.447685024,77.0819445133
138.422916185,76.7761575593
137.87036953,76.4076390982
138.021758964,76.5620372322
137.986110661,76.7622686836
137.983101447,76.9300923824
137.851851379,76.8208336141
137.902314276,76.8011576944
138.122453239,77.0648149994
138.215277163,76.8863426685
137.863888274,77.1129632261
137.993286154,77.3956021256
138.254860714,77.8662038432
138.235184738,77.6009260443
137.848379146,77.5717596266
138.046527126,77.6590281592
138.101388338,78.0974539386
138.338425599,77.8682872322
137.753934548,77.4675928248
138.109721051,77.299768832
138.270601569,77.3534724289
138.276156971,77.5659723388
137.531249136,77.522685602
137.601850817,77.5238428752
137.909490426,77.9219909191
138.033564493,77.8865742074
137.702314112,77.6516210238
137.909952667,77.8250005855
137.781249889,78.1168983936
137.882407024,77.7685187393
137.494443369,77.715278244
137.372683726,77.871759518
137.48240712,78.3178243081
137.611342525,78.4590278546
137.120832162,78.1928243134
136.393517394,78.352315161
136.334490522,77.4726853371
136.337268183,77.6567132023
135.116202694,78.1527778996
135.08773054,77.9097226885
130.204166306,84.4303242842
130.274999746,84.4240742524
