217.037276653,217.030179347,216.978343972,217.015786009,217.065520949,217.084904541,217.10145148,217.168403257,217.266390772,217.427698433,217.756561812,218.111035576,218.585994592,219.197971858,219.968247949,220.771704243,221.655582128,222.601071896,223.597275656,224.522022499,225.32855836,226.250443345,227.25465415,228.182080117,229.074002461,230.016040103,230.975690141,231.895803615,232.797188509,233.719470707,234.573971965,235.434796346,236.213901005,236.944329487,237.711555628,238.452395546,239.18789872,239.997329284,240.730276288,241.475493746,242.27307785,243.108080204,243.918318349,244.711471353,245.547762544,246.425653477,247.173231059,247.86954526,248.319167286,248.639326469,248.853626172,249.116512653,249.520431579,250.031303088,250.602860279,251.280037896,251.897539918,252.609952489,253.128971167,253.604925541,253.973515939,254.291807044,254.517714471,254.675007463,254.847336203,254.935767989,254.963960616,255.0,254.409049686,254.373340092,254.348885983,254.303469667,254.215913356,254.072033073,253.929734712,253.607160979,253.266754228,253.024557268,252.645991243,252.204320339,251.729515781,251.278095622,250.725773157,250.109812099,249.532172809,248.905907437,248.410206284,247.798104412,247.138761231,246.445052901,245.729510433,245.020966578,244.307301245,243.601249603,242.900941055,242.207110403,241.481954707,240.734167294,240.030745233,239.262275466,238.483144815,237.716786432,236.95244515,236.158414228,235.322660689,234.463356873,233.656826447,232.791874055,231.869126669,230.957411547,230.033625956,229.083424447,228.096347696,226.968705185,225.864572624,224.77385545,223.755591889,223.161393766,222.886327253,222.62684367,222.089203139,221.222185835,220.351935689,219.545618244,218.792923674,218.245529949,217.782238281,217.438747316,217.148297071,217.130133002,217.126604631,217.142302873,217.123167392,217.06705191,217.065955655
216.183249028,216.166650534,216.15939046,216.106366309,216.144667031,216.195542577,216.215370707,216.232297128,216.300784358,216.401019091,216.566026135,216.902431572,217.265034734,217.750886323,218.376898498,219.164839878,219.986722407,220.890870892,221.858044248,222.877094657,223.823049378,224.648082098,225.591109327,226.618350412,227.567045698,228.479423131,229.443065192,230.424723566,231.365938656,232.287995651,233.231429202,234.105527346,234.986093624,235.783066043,236.530245961,237.315067444,238.072897571,238.825268562,239.653262373,240.403018571,241.16532663,241.981202298,242.835354354,243.664174267,244.475517212,245.330987663,246.229011894,246.993734204,247.706017473,248.165951001,248.493452621,248.712667012,248.981582456,249.394764741,249.91735243,250.502017548,251.194725361,251.826388995,252.55513983,253.086061533,253.572931307,253.94997485,254.275565552,254.506653874,254.667554178,254.843835055,254.934294911,254.963134099,255.0,254.395497003,254.358968455,254.333953522,254.287495642,254.19793134,254.050751348,253.905189557,253.575218012,253.227004471,252.979253036,252.592005087,252.14020503,251.654511442,251.192738543,250.627749275,249.997661944,249.406775241,248.76614728,248.259077861,247.632938221,246.958473855,246.248856219,245.516903706,244.792110311,244.062077984,243.339833958,242.623464736,241.913721973,241.171935765,240.406998813,239.687444673,238.901351043,238.104352035,237.32041821,236.538547746,235.726306749,234.87138628,233.992375439,233.167348277,232.282559317,231.33864991,230.406025777,229.461054353,228.489061198,227.479347115,226.325843577,225.196389159,224.080657792,223.039041669,222.431216378,222.14984157,221.884407065,221.334436441,220.447535214,219.557327002,218.732517706,217.962561056,217.402613562,216.928696897,216.57732841,216.280217063,216.261636424,216.258027135,216.274085396,216.254511066,216.197108649
214.900316419,214.882393814,214.865239059,214.857735681,214.802934545,214.842518828,214.895099353,214.915591978,214.933085649,215.003868073,215.107461946,215.277998825,215.625678126,216.00043311,216.502566911,217.149558462,217.963905907,218.813331961,219.747780928,220.747366903,221.800568471,222.778224714,223.630906532,224.605537175,225.667203912,226.647692564,227.590646254,228.586582589,229.601139014,230.573896789,231.526854429,232.501905012,233.405296568,234.315373024,235.139054164,235.911274119,236.722397111,237.505624192,238.283209188,239.13895133,239.913833904,240.701688986,241.544906872,242.427683894,243.284279823,244.122813084,245.006952684,245.935072156,246.725422396,247.461576221,247.936923376,248.275400469,248.501961332,248.779888866,249.206918017,249.747019045,250.351277886,251.067200227,251.720032633,252.473205897,253.021920234,253.525106342,253.914785643,254.251287777,254.490120499,254.656413012,254.838601542,254.932092954,254.961898622,255.0,254.375238458,254.33748574,254.311632488,254.263617677,254.171051831,254.018939436,253.868499473,253.527469681,253.167586554,252.911532293,252.511306609,252.044365499,251.542394994,251.065146826,250.481223226,249.83001995,249.219331022,248.55723387,248.033171171,247.386047884,246.688980377,245.955581518,245.19909928,244.450016082,243.695518379,242.949069986,242.208693277,241.475165098,240.708519611,239.917947534,239.174279172,238.361841401,237.538132782,236.727927196,235.91985412,235.080392711,234.196821525,233.288352633,232.43567656,231.521235909,230.545693522,229.58181461,228.605174616,227.600607319,226.557054962,225.364894374,224.197588857,223.044466289,221.967942768,221.339747594,221.048943148,220.774613209,220.206211569,219.289587862,218.369546345,217.51709544,216.721335442,216.142622579,215.652823674,215.289679871,214.982611512,214.963408186,214.959677939,214.976274356,214.956044038
213.316585842,213.317715948,213.299085998,213.281254202,213.27345469,213.216490737,213.25763728,213.312292982,213.333594382,213.35177847,213.42535444,213.533036816,213.710304216,214.071705257,214.461250567,214.983201911,215.655728056,216.502215072,217.385165134,218.356493678,219.395529969,220.490297883,221.50653895,222.392873269,223.405969326,224.5095365,225.528721762,226.508890682,227.544133295,228.59873087,229.609880144,230.600447836,231.613980406,232.553025808,233.49901994,234.35520902,235.157905916,236.001041221,236.815179657,237.623453333,238.512968758,239.318433356,240.137382445,241.013879323,241.931496603,242.82189951,243.693526875,244.61256051,245.577309755,246.398852477,247.164059833,247.658167352,248.010003004,248.245505467,248.534401871,248.978284435,249.539701446,250.167808363,250.911985766,251.590583285,252.37348178,252.943852038,253.466897219,253.87195586,254.221738609,254.46999726,254.642852782,254.832231684,254.92941289,254.960394888,255.0,254.350581209,254.311338516,254.284464923,254.234555128,254.138336018,253.980220255,253.823842929,253.469353831,253.09526732,252.829107453,252.413086199,251.927716485,251.405934882,250.909851324,250.302882211,249.625978119,248.99118734,248.302959427,247.758213725,247.085550645,246.360972213,245.598628553,244.81229049,244.033643481,243.249368277,242.47346006,241.703863158,240.941385073,240.144482652,239.322709338,238.549690871,237.705188897,236.848971252,236.00678956,235.166824541,234.294232396,233.375789609,232.431466486,231.545138139,230.594607572,229.580563788,228.578643797,227.563459088,226.519244877,225.434506997,224.195295815,222.981920652,221.78328819,220.664277884,220.011289946,219.709008421,219.423851597,218.833017044,217.880217263,216.923864782,216.037770489,215.210604505,214.60905178,214.099922149,213.722446273,213.403258953,213.383297736,213.379420269,213.396671691
211.901707351,211.837610949,211.838781152,211.81949019,211.801025702,211.792949454,211.733964355,211.776570824,211.833165773,211.855222971,211.874052251,211.950238779,212.061741849,212.245298898,212.619522859,213.022889679,213.563360449,214.259748586,215.136269923,216.050548056,217.056340441,218.13224292,219.265854443,220.318152898,221.235935366,222.284977222,223.427700213,224.483047326,225.497993753,226.56996795,227.661983845,228.709009844,229.734724003,230.784217861,231.75658166,232.736140738,233.622708381,234.453885874,235.326936578,236.16996157,237.006913715,237.927990157,238.762033555,239.610039887,240.51763587,241.467811254,242.389806668,243.292360363,244.244002355,245.242981999,246.093673991,246.886031773,247.397670788,247.761989969,248.005848327,248.304995104,248.764627125,249.345963849,249.996356714,250.766938376,251.469613307,252.280289929,252.870897572,253.412500991,253.831931572,254.19412501,254.45119216,254.630180793,254.826279074,254.926908379,254.958989654,255.0,254.327539092,254.286904024,254.259076926,254.207396274,254.107763201,253.944037311,253.78211154,253.415044766,253.027685241,252.752081719,252.321299559,251.818708375,251.278413369,250.764728202,250.136223135,249.435301717,248.77798784,248.065340818,247.50126692,246.80473699,246.054449692,245.265057213,244.450818982,243.644544693,242.832442512,242.029004191,241.232101116,240.442569442,239.617392018,238.766461253,237.966015213,237.091549349,236.204952129,235.332888874,234.463120942,233.559568236,232.608538056,231.630709275,230.712932992,229.72867652,228.67865331,227.64118406,226.589979444,225.508715326,224.385489714,223.102309912,221.845882819,220.604721516,219.446007453,218.769850761,218.456843944,218.161569431,217.549771397,216.563165198,215.572880244,214.655346319,213.798831545,213.175935046,212.648740918,212.257871769,211.92735932,211.906689856,211.902674812
210.93445494,210.919099161,210.85354141,210.854738293,210.835007512,210.816122047,210.807861668,210.747531753,210.791109617,210.848994888,210.871554973,210.890813547,210.968737069,211.082782324,211.270524334,211.653280315,212.065843591,212.618636683,213.330901937,214.227407293,215.162530269,216.191253953,217.291686188,218.451143188,219.527433245,220.466140453,221.539099663,222.707875866,223.787284089,224.82537052,225.92178491,227.038697935,228.109595327,229.158694987,230.232116504,231.226649456,232.228541734,233.135322442,233.985450148,234.878405742,235.740651061,236.596685076,237.538761358,238.391820309,239.259160539,240.187449018,241.159287675,242.102303881,243.025435112,243.998773815,245.020529433,245.890616553,246.701039488,247.224343482,247.596968862,247.846387005,248.1523541,248.622465381,249.217056139,249.882277465,250.670427801,251.389123183,252.218282615,252.822355661,253.376307224,253.805300504,254.175751675,254.43867976,254.621749197,254.822318369,254.925241946,254.958054649,255.0,254.312207496,254.27064598,254.242184445,254.189325514,254.087420883,253.919962167,253.754344613,253.378908996,252.982717969,252.700830898,252.260227232,251.746177354,251.193564033,250.668167236,250.025332734,249.308430842,248.63613071,247.90723588,247.330301527,246.617891246,245.85049797,245.043107945,244.210305703,243.385648975,242.555031485,241.733275383,240.918203526,240.110671133,239.266680292,238.396348955,237.577653356,236.683250338,235.776439378,234.884493746,233.994895768,233.07074275,232.098029807,231.097907277,230.159206394,229.152509626,228.078546688,227.017423931,225.942252651,224.836336537,223.687502238,222.375066915,221.089994243,219.820535409,218.635403549,217.943831001,217.623687867,217.321681321,216.695934758,215.68683469,214.673971995,213.735518997,212.85947634,212.222378276,211.683164523,211.283383857,210.945335976,210.924195264
210.497377904,210.513179607,210.497677024,210.431492528,210.432700853,210.412781441,210.393715428,210.385376077,210.324469397,210.368463874,210.426902539,210.449678303,210.469120993,210.54778948,210.66292503,210.85246189,211.238877094,211.655384557,212.21346246,212.932537111,213.837613236,214.781676173,215.820234659,216.931187243,218.101728883,219.188308485,220.13598992,221.219206832,222.399156767,223.488884346,224.536895089,225.643791418,226.771382353,227.852517736,228.911646996,229.995330635,230.999371519,232.010842085,232.926291796,233.784546892,234.686039317,235.556527873,236.420745742,237.37182846,238.233042824,239.108674998,240.045838098,241.026967726,241.978999353,242.910955901,243.893599915,244.925123719,245.803529044,246.621699783,247.150006667,247.526194419,247.777997049,248.08688925,248.561494888,249.161770051,249.833351024,250.629036234,251.354602486,252.191688846,252.80153695,253.3607844,253.79387894,254.167871698,254.433313428,254.618133045,254.820619698,254.924527244,254.957653643,255.0,254.305632064,254.263673211,254.234939578,254.181575306,254.078696446,253.909636792,253.7424359,253.363411045,252.963432353,252.678850386,252.234034462,251.715070165,251.157173752,250.626754057,249.97777393,249.254018314,248.57529086,247.839427651,247.256977692,246.537756627,245.76302692,244.947918086,244.10715409,243.274613481,242.436055123,241.606442869,240.783578764,239.968326201,239.116266642,238.237614765,237.411092274,236.508138585,235.592658333,234.692185524,233.794082814,232.86109471,231.879082439,230.869398539,229.92172349,228.905402501,227.821172266,226.749904964,225.664454835,224.547965943,223.388148561,222.063166096,220.765807875,219.484212764,218.287750809,217.58956669,217.266362924,216.961469136,216.329740313,215.310993048,214.288447185,213.34102239,212.456604592,211.813415744,211.269047002,210.865444353,210.524164667
210.360462295,210.355425288,210.371277394,210.355725362,210.289329753,210.290541933,210.270558983,210.251432154,210.243066203,210.181965245,210.226100054,210.284725124,210.307573537,210.327078244,210.405997665,210.521500469,210.711641906,211.099289682,211.517125703,212.076983739,212.798352065,213.706315164,214.653389434,215.69526067,216.809756925,217.98403231,219.074077839,220.024782148,221.111454261,222.295167952,223.388371498,224.439725142,225.550152203,226.68133988,227.765923824,228.828431451,229.915571779,230.922815311,231.937512224,232.855881999,233.71687472,234.621242689,235.494507893,236.361482408,237.315598851,238.17956028,239.057985509,239.998137934,240.982397128,241.937465506,242.87239477,243.858173181,244.892987297,245.774194523,246.594975029,247.124967084,247.502354785,247.754960603,248.064838096,248.540957612,249.143147507,249.816870662,250.615093915,251.342974549,252.182731011,252.794524384,253.355555698,253.790031705,254.16521741,254.431505834,254.616914981,254.820047518,254.924286504,254.957518568,255.0,254.303417198,254.261324507,254.23249922,254.178964728,254.07575771,253.906158797,253.738424575,253.358190722,252.956936195,252.671446479,252.2252117,251.704592032,251.144916064,250.612804459,249.961754242,249.23569002,248.554797589,247.816587155,247.232279321,246.510764114,245.733563206,244.915854372,244.072408543,243.23721233,242.395979173,241.563720657,240.738231814,239.920378792,239.065601369,238.184146804,237.354987906,236.449154014,235.530753601,234.627408501,233.72644106,232.790476949,231.805332296,230.792427748,229.841729845,228.822167038,227.73447837,226.659793984,225.570881531,224.45083131,223.28731439,221.958105551,220.656609071,219.37092598,218.170647601,217.470236443,217.146001736,216.84013541,216.206391524,215.184394702,214.158587165,213.208140313,212.320901436,211.675660971,211.129555824,210.72466578
210.230388892,210.176101717,210.171043907,210.186961483,210.171345221,210.104675399,210.105892585,210.085827106,210.066621283,210.058220781,209.996867477,210.041184562,210.100051753,210.12299453,210.142579791,210.221825147,210.337804976,210.528731695,210.917980449,211.337542126,211.899712368,212.624059933,213.535772905,214.486758576,215.532932724,216.652031831,217.831156954,218.925704354,219.880335057,220.971495108,222.160097518,223.257815977,224.313511695,225.428524802,226.564384266,227.653447525,228.720343291,229.811973491,230.823376923,231.842264518,232.764427145,233.628975753,234.537078747,235.413950522,236.284505629,237.242562557,238.110092132,238.992145244,239.936180483,240.924504652,241.883517447,242.822307954,243.812157614,244.851245496,245.736092094,246.56026241,247.092443324,247.47138963,247.725038706,248.036195988,248.51428187,249.1189588,249.79546442,250.596984323,251.327871092,252.171095735,252.785415805,253.34876417,253.785034555,254.161769771,254.429157963,254.615332846,254.819304317,254.923973809,254.957343121,255.0,254.300540322,254.258273789,254.229329454,254.175573866,254.071940604,253.90164125,253.733214288,253.351410076,252.948498374,252.66182959,252.213751869,251.69098205,251.128994629,250.594685412,249.940946367,249.211883512,248.528179006,247.786919774,247.200198758,246.475703706,245.695292971,244.874207012,244.027277764,243.188632204,242.343924768,241.508229038,240.67933094,239.858100198,238.999792557,238.114697599,237.282114288,236.372539316,235.450345924,234.543270024,233.638581601,232.698751974,231.709538689,230.692450862,229.737826591,228.714053006,227.621872201,226.542749386,225.449339742,224.324663731,223.156341505,221.821643055,220.514771415,219.223778474,218.018542964,217.315239119,216.989665328,216.682535778,216.046174541,215.019956888,213.989912782,213.0355406,212.144637441,211.496732143,210.94837159
210.260979268,209.89399002,209.839294931,209.834199117,209.850236297,209.834502694,209.767331916,209.768558248,209.748341997,209.728991861,209.720528238,209.658713925,209.703364009,209.762673527,209.785788696,209.805521121,209.885361927,210.002213229,210.194574571,210.58674814,211.009462404,211.575856793,212.305647106,213.224210689,214.182342067,215.236377168,216.363885186,217.551870256,218.654642085,219.616445884,220.715804912,221.91333848,223.019305196,224.082933412,225.206324728,226.350719041,227.447965521,228.522877942,229.622710652,230.641713769,231.668257286,232.597349043,233.46839387,234.38332035,235.26678094,236.143877398,237.109133166,237.983181359,238.871862218,239.822990938,240.818741375,241.784960193,242.730804772,243.728092163,244.774987752,245.666483087,246.496846219,247.03302594,247.414819649,247.670374645,247.983869963,248.465548182,249.074768655,249.756357538,250.563900062,251.300278714,252.149839348,252.768775419,253.336356783,253.775905305,254.155471309,254.424868655,254.612442457,254.81794657,254.923402548,254.957022597,255.0,254.295284582,254.252700458,254.223538636,254.169379128,254.064967165,253.893388182,253.72369566,253.33902257,252.93308339,252.644260577,252.192816,251.666118088,251.099907893,250.561583876,249.902932637,249.168391603,248.479549741,247.732720687,247.141591049,246.411652141,245.625377399,244.7981218,243.944828726,243.099881583,242.248827015,241.406851867,240.571725428,239.744323958,238.879566993,237.987821432,237.148982089,236.232572571,235.303449817,234.389558148,233.478071896,232.531180389,231.534534155,230.50980393,229.548006612,228.516540392,227.41615294,226.328921596,225.227296071,224.094169244,222.917068245,221.57234087,220.255649396,218.954955934,217.740664284,217.032075814,216.704055661,216.39461834,215.753475484,214.719546831,213.681762974,212.720219639,211.822622233,211.169848575
